name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
Hagvidson AB,https://www.allabolag.se/foretag/hagvidson-ab/%C3%B6rebro/-/5590816038,[],559081-6038,14991,Hagvidson AB,2016-10-20,Aktiebolag,18,Bengt Michael Enghag,"Elementvägen 4, 702 27 Örebro","Elementvägen 4, 702 27 Örebro",Örebro,50,"['85100 Förskoleutbildning', '70100 Verksamheter som utövas av huvudkontor']","Bolaget ska bedriva förskoleverksamhet, handel med fastigheter och värdepapper, konsultation inom pedagogik, föreskolebildning samt därmed förenlig verksamhet.",070-515 05 80,https://hagvidson.se/
Johan Backlund Bygg AB,https://www.allabolag.se/foretag/johan-backlund-bygg-ab/kumla/-/5591018170,['info@backlundbygg.se'],559101-8170,14964,Johan Backlund Bygg AB,2017-02-22,Aktiebolag,8,nan,"Kattfotsgatan 15, 692 71 Kumla","Johan Backlund Kattfotsgatan 15, 692 71 Kumla",Kumla,50,['43320 Byggnadssnickeriarbeten'],"Bolagets verksamhet ska vara att bedriva entreprenadverksamhet inom bygg och anläggning både till företag och privatpersoner, uthyrning av verktyg och ställning inom ovan nämnda område och därmed förenlig verksamhet.",nan,https://www.backlundbygg.se/
Vibergs Smörj & Tvätt Aktiebolag,https://www.allabolag.se/foretag/vibergs-sm%C3%B6rj-tv%C3%A4tt-aktiebolag/lindesberg/-/5563708741,['vibergs@vstlinde.se'],556370-8741,14926,Vibergs Smörj & Tvätt Aktiebolag,1989-09-20,Aktiebolag,6,nan,"Stafettgatan 3, 711 34 Lindesberg","Stafettgatan 3, 711 34 Lindesberg",Lindesberg,100,['45201 Allmän service och reparation av motorfordon utom motorcyklar'],Bolaget ska bedriva serviceverkstad med tvättning och smörjning av tyngre fordon samt service och reparation.,0581-143 39,https://vstlinde.se/
Svensk Spårentreprenad AB,https://www.allabolag.se/foretag/svensk-sp%C3%A5rentreprenad-ab/%C3%B6rebro/-/5590997283,[],559099-7283,14918,Svensk Spårentreprenad AB,2017-02-06,Aktiebolag,10,nan,nan,"Fredrik Snobl Törsjö 311, 702 33 Örebro",Örebro,50,"['42120 Anläggning av järnvägar och tunnelbanor', '71129 Övrig teknisk konsultverksamhet']","Bedriver entreprenadarbeten inom järnväg,",072-578 84 99,https://indianerna.nu/vara-partners/
DINO L AB,https://www.allabolag.se/foretag/dino-l-ab/lindesberg/-/5592691553,['kundtjanst@leksaksbilar.se'],559269-1553,14893,DINO L AB,2020-09-01,Aktiebolag,11,nan,"Molinders Väg 2, 711 35 Lindesberg","Molinders Väg 2, 711 35 Lindesberg",Lindesberg,25,"['56100 Restaurangverksamhet', '92000 Spel- och vadhållningsverksamhet']","Bolaget skall bedriva restaurang, spel och lotteri samt kioskverksamhet.",nan,https://leksaksbilar.se/sv/products/dino-world-lab-iveco-dickie-toys
Yxhult Miljö AB,https://www.allabolag.se/foretag/yxhult-milj%C3%B6-ab/%C3%B6rebro/-/5567351274,"['logistik@yxhult.se', 'torbjorn.gustafsson@yxhult.se', 'henrik.sanden@yxhult.se']",556735-1274,14890,Yxhult Miljö AB,2007-07-20,Aktiebolag,0,nan,"Norra Strandgatan 3, 703 39 Örebro","Norra Strandgatan 3, 703 39 Örebro",Örebro,100,"['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik', '43221 Värme- och sanitetsarbeten']",Aktiebolagets verksamhet är produktion och försäljning av produkter samt försäljning av tjänster inom området miljösanering. Vidare är det bolagets avsikt att arbeta med entreprenad inom verksamhetsområdet och därmed förenlig verksamhet.,019-58 60 58,https://yxhult.se/
Yrkesakuten AB,https://www.allabolag.se/foretag/yrkesakuten-ab/%C3%B6rebro/-/5568304819,['gbeskrivning019-244443yrkesakuten@adbilverkstad.se'],556830-4819,14885,Yrkesakuten AB,2010-12-08,Aktiebolag,10,nan,"Åbyvägen 5, 702 27 Örebro","Åbyvägen 5, 702 27 Örebro",Örebro,50,"['45110 Handel med personbilar och lätta motorfordon', '45201 Allmän service och reparation av motorfordon utom motorcyklar']","Aktiebolagets verksamhet ska vara att utföra reparation och rekonditionering av bilar, bedriva försäljning av begagnade bilar samt försäljning och montering av däck jämte därmed förenlig verksamhet.",nan,https://adbildelar.se/butik-verkstad/ad-butik-orebro/verkstaeder/yrkesakuten-ab/
AB Kontorsrutin,https://www.allabolag.se/foretag/ab-kontorsrutin/%C3%B6rebro/-/5568976665,"['prepress@kontorsrutin.se', 'info@kontorsrutin.se', 'erik.stromberg@kontorsrutin.se']",556897-6665,14868,AB Kontorsrutin,2012-07-02,Aktiebolag,6,Per Erik Strömberg,"Gamla Vägen 9 b, 702 27 Örebro","Gamla Vägen 9 b, 702 27 Örebro",Örebro,300,"['18122 Tryckning av böcker och övriga trycksaker', '18140 Bokbindning och andra tjänster i samband med tryckning', '74102 Grafisk designverksamhet']","Bolaget ska bedriva produktion av blanketter, broschyrer, tidskrifter, produktblad, mappar. Sätteri, repro, boktryck, bokbinderi, distribution samt därmed förenlig verksamhet.",nan,https://www.kontorsrutin.se/
Hallenbergs 98 AB,https://www.allabolag.se/foretag/hallenbergs-98-ab/%C3%B6rebro/-/5592994106,"['fredrik.johansson@monsteras.se', 'lena.wallstrom@monsteras.se', 'jillianne.petersson@monsteras.se', 'kundtjanst-va@monsteras.se', 'david.zedig@monsteras.se', 'jakob.olsson.bergstrand@monsteras.se', 'jeanette.engstrom@monsteras.se', 'desiree.unger@monsteras.se', 'camilla.werner@monsteras.se', 'liselotte.bystrom@monsteras.se', 'lil.eriksson@monsteras.se', 'patrik.bystrom@monsteras.se', 'anna.karlsson@monsteras.se', 'linda.tellmo@monsteras.se', 'energiradgivning@monsteras.se', 'elise.ling@monsteras.se', 'liz.karlsson-fungmark@monsteras.se', 'marie.adolfsson@monsteras.se', 'ambjorn.thunberg@monsteras.se', 'helena.svensson@monsteras.se', 'sandra.hult@monsteras.se', 'angelica.bollden@monsteras.se', 'jennie.wahlstrom@monsteras.se', 'charlotte.larsson@monsteras.se', 'ingela.yderhag@monsteras.se', 'jennifer.idberg@monsteras.se', 'maria.ostman@monsteras.se', 'elsa.kvarnlid@monsteras.se', 'emil.fridolfsson@monsteras.se', 'christian.karlsson@monsteras.se', 'fredrik.axelsson@monsteras.se', 'jens.nilsson@monsteras.se', 'marina.palsson@monsteras.se', 'anette.hogsell@monsteras.se', 'ann-sofie.palm@monsteras.se', 'hanna.frost@monsteras.se', 'malin.simonsson@monsteras.se', 'social@monsteras.se', 'margita.boklund@monsteras.se', 'moa.nilsson@monsteras.se', 'sotning@rtso.se', 'maria.johansson@monsteras.se', 'gabriella.vistenstam@monsteras.se', 'kommun@monsteras.se', 'madeleine.e.johansson@monsteras.se', 'sara.brogard@monsteras.se', 'anita.tornkvist@monsteras.se', 'cecilia.drehmer@monsteras.se', 'christine.dahlgren@monsteras.se', 'sara.johansson@monsteras.se', 'stefan.johansson@monsteras.se', 'emmeli.ottosson@monsteras.se', 'emma.ahlin@monsteras.se', 'agneta.hagman@monsteras.se', 'helen.jonsson@monsteras.se', 'patrik.hedstrom@monsteras.se', 'karin.gustafsson1@monsteras.se', 'maria.strandman@monsteras.se', 'lina-maria.hildebrandt@monsteras.se', 'susanne.dahlberg-almqvist@monsteras.se', 'marika.karlstad@monsteras.se', 'jorgen.sandell@monsteras.se', 'moa.jorneklint-finvag@monsteras.se', 'lena.simonsson@monsteras.se', 'linda.wolfgang@monsteras.se', 'emmelie.wallgren@monsteras.se', 'lisa.ottosson@monsteras.se', 'karin.dahlin@monsteras.se', 'anette.elmgren-petersson@monsteras.se', 'jennie.sohlin@monsteras.se', 'carolina.johansson@monsteras.se', 'teknisk@monsteras.se', 'karin.gustafsson@monsteras.se', 'malin.engdahl@monsteras.se', 'annelie.mauritzon-sjoberg@monsteras.se', 'ulrika.johnsson@monsteras.se', 'linnea.hallenberg@monsteras.se', 'caroline.wahnberg@monsteras.se', 'mahlin.karlsson@monsteras.se', 'jolanta.nilsson@monsteras.se', 'annika.bertling@monsteras.se', 'madeleine.johansson@monsteras.se', 'christina.ramklint@monsteras.se', 'anette.krantz@monsteras.se', 'johan.sjostrand@monsteras.se', 'pernilla.fritz@monsteras.se', 'emma.magnusson@monsteras.se', 'kundtjanst-renh@monsteras.se', 'oskar.sterling@monsteras.se', 'louise.sanderhem@monsteras.se', 'annika.lennartsson@monsteras.se', 'conny.palsson@monsteras.se', 'regina.jonsson@monsteras.se', 'maria.pedersen@monsteras.se', 'camilla.ustrup@monsteras.se', 'jonna.reinisch@monsteras.se', 'tahani.idlebi@monsteras.se', 'sanna.tapper@monsteras.se', 'oscar.ekstam@monsteras.se', 'charlotte.forsman@monsteras.se', 'barnutbildning@monsteras.se', 'annika.kristiansson@monsteras.se', 'asa.bornefjall@monsteras.se']",559299-4106,14863,Hallenbergs 98 AB,2021-02-01,Aktiebolag,8,nan,nan,"Peter Litchell Olaigatan 43, 703 61 Örebro",Örebro,25,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Bolaget ska bedriva handel med livsmedel och postombud samt därmed förenlig verksamhet.,nan,https://www.monsteras.se/kontakt/telefon-och-e-postlista/
LEVIMIMO AB,https://www.allabolag.se/foretag/levimimo-ab/%C3%A5sbro/-/5590218029,[],559021-8029,14854,LEVIMIMO AB,2015-07-29,Aktiebolag,2,nan,"Vissbodavägen 21, 694 60 Åsbro","Vissbodavägen 21, 694 60 Åsbro",Åsbro,50,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']","Företaget ska importera och exportera livsmedel, dagligvaror. Företaget ska bedriva konsultverksamhet inom handel och restauranger. Företaget ska bedriva handel med livsmedel, dagligvaror och restaurangverksamhet. Företaget ska bedriva webbshop inom Sverige och Kina.",nan,https://www.barometern.se/foretagsnytt/levimimo-ab-har-ar-senaste-arsredovisningen/
Hallsbergs Buss Aktiebolag,https://www.allabolag.se/foretag/hallsbergs-buss-aktiebolag/vretstorp/-/5560589318,"['hallsbergsbuss@live.se', 'hallsbergsbuss@live.se', 'lt.orebro@lanstrafiken.se']",556058-9318,14839,Hallsbergs Buss Aktiebolag,1953-12-30,Aktiebolag,25,Stig Erik Larsson,"Villag. 9, 694 50 Vretstorp","Villagatan 9, 694 50 Vretstorp",Vretstorp,100,['49390 Annan landtransport av passagerare'],Bolaget skall idka yrkesmässig trafik med buss för personbefordran samt därmed förenlig verksamhet.,0582-66 01 23,https://www.lanstrafiken.se/hallplats/110010/
Björnax Aktiebolag,https://www.allabolag.se/foretag/bj%C3%B6rnax-aktiebolag/nora/-/5560686833,['info@bjornax.se'],556068-6833,14836,Björnax Aktiebolag,1959-04-20,Aktiebolag,10,Sten Torbjörn Fredrikzon,"Ringshyttan Gruvstugan 729, 713 93 Nora","Ringshyttan, Gruvstugan 729, 713 93 Nora",Nora,132,['20510 Sprängämnestillverkning'],"Bolaget skall idka handel med industriprodukter, huvudsakligen maskiner, jämte därmed förenlig verksamhet. Verksamheten skall även omfatta produktion av pyrotekniska produkter.",nan,https://bjornax.se/
GT Cars i Örebro AB,https://www.allabolag.se/foretag/gt-cars-i-%C3%B6rebro-ab/%C3%B6rebro/-/5592034606,[],559203-4606,14830,GT Cars i Örebro AB,2019-04-24,Aktiebolag,1,nan,"Singelvägen 16, 702 36 Örebro","Singelvägen 16, 702 36 Örebro",Örebro,50,['45110 Handel med personbilar och lätta motorfordon'],Bolaget verksamhet ska bestå av handel och försäljning av bilar samt därmed förenlig verksamhet.,nan,https://www.car.info/sv-se/company/gt-bilar-i-orebro-18477811/classifieds
Fastighetsbyrån Södra Närke AB,https://www.allabolag.se/foretag/fastighetsbyr%C3%A5n-s%C3%B6dra-n%C3%A4rke-ab/lax%C3%A5/-/5565525481,[],556552-5481,14830,Fastighetsbyrån Södra Närke AB,1998-02-02,Aktiebolag,10,Pär Martin Andreas Jinnestrand,"Centrumtorget 3, 695 30 Laxå","Centrumtorget 3, 695 30 Laxå",Laxå,100,['68310 Fastighetsförmedling'],"Bolaget skall bedriva fastighetsförmedling, handel med värdepapper samt därmed förenlig verksamhet.",0584-140 00,https://www.fastighetsbyran.com/sv/sverige/hitta-maklare/kumla
Dahlströms Guld Al-Sabti AB,https://www.allabolag.se/foretag/dahlstr%C3%B6ms-guld-al-sabti-ab/hallsberg/-/5569189565,['info@dahlstromsguld.se'],556918-9565,14824,Dahlströms Guld Al-Sabti AB,2013-01-14,Aktiebolag,2,nan,nan,"c/o Huda Lailo Östra Storgatan 64, 694 31 Hallsberg",Hallsberg,50,['47772 Specialiserad butikshandel med guldsmedsvaror och smycken'],"Aktiebolaget ska bedriva guldsmedja, detaljhandel och webbshop, tillverkning, försäljning och reparation av guldsmedsvaror samt import och export inom guldhandel och därmed förenlig verksamhet.",nan,https://dahlstromsguld.se/
Hotell Örebro Sverige AB,https://www.allabolag.se/foretag/hotell-%C3%B6rebro-sverige-ab/%C3%B6rebro/-/5567337463,"['centralreservation@elite.se', 'member@elite.se']",556733-7463,14806,Hotell Örebro Sverige AB,2007-07-03,Aktiebolag,8,nan,"Storgatan 24, 703 61 Örebro","Storgatan 24, 703 61 Örebro",Örebro,100,['55103 Hotellverksamhet utan restaurangrörelse'],"Bolaget skall bedriva hotell-, restaurang- och konferensverksamhet, förvärva, försälja och förvalta värdepapper och därmed förenlig verksamhet.",nan,https://www.elite.se/
Stefans Skog & Fritid AB,https://www.allabolag.se/foretag/stefans-skog-fritid-ab/lindesberg/-/5565095204,['info@skogochfritid.se'],556509-5204,14799,Stefans Skog & Fritid AB,1995-02-14,Aktiebolag,6,nan,"Norrtullsgatan 15, 711 30 Lindesberg","Stefans Skog & Fritid AB Norrtullsgatan 15, 711 30 Lindesberg",Lindesberg,100,['47642 Specialiserad butikshandel med cyklar'],"Bolaget skall bedriva försäljning och service av produkter inom cykel, motor, skog, trädgård och fiske samt därmed förenlig verksamhet.",0581-143 70,https://skogochfritid.se/
Askersunds Brunnsborrning AB,https://www.allabolag.se/foretag/askersunds-brunnsborrning-ab/askersund/-/5568742570,"['kundcenter@bad-varme.se', 'askbrunn@telia.com']",556874-2570,14784,Askersunds Brunnsborrning AB,2011-12-02,Aktiebolag,10,nan,"Läggesta, 696 91 Askersund","Läggesta, 696 91 Askersund",Askersund,50,"['42210 Allmännyttiga anläggningsarbeten för värme, vatten och avlopp', '43221 Värme- och sanitetsarbeten']","Föremålet för bolagets verksamhet är brunnsborrningsarbeten, vvs-arbeten och därmed förenlig verksamhet.",nan,https://www.bad-varme.se/ort/askersund/
HSB Group AB,https://www.allabolag.se/foretag/hsb-group-ab/karlskoga/-/5565342796,['hsb@hsbkarlskoga.se'],556534-2796,14781,HSB Group AB,1996-09-25,Aktiebolag,1-4,nan,Karlskoga,"Box 191, 691 24 Karlskoga",Karlskoga,100,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget skall idka uthyrning av fastigheter, fastighets- förvaltning, fastighets- mäkleri, administation samt förvaltning av värdepapper och därmed förenlig verksamhet.",0586-362 90,https://hsbkarlskoga.se/
Grythyttans Elinstallationer Aktiebolag,https://www.allabolag.se/foretag/grythyttans-elinstallationer-aktiebolag/h%C3%A4llefors/-/5564013836,[],556401-3836,14779,Grythyttans Elinstallationer Aktiebolag,1990-07-11,Aktiebolag,8,nan,"Bjurvägen 1, 712 32 Hällefors","Grythyttans Elinstallationer AB Bjurvägen 1, 712 32 Hällefors",Hällefors,100,['43210 Elinstallationer'],"Bolaget skall utföra elinstallationer, fastighetsförvaltning samt därmed förenlig verksamhet.",0591-140 31,https://www.grythyttansel.se/
K.T.S Maskiner i Kumla AB,https://www.allabolag.se/foretag/k.t.s-maskiner-i-kumla-ab/kumla/-/5560919291,['info@kts.se'],556091-9291,14737,K.T.S Maskiner i Kumla AB,1964-03-20,Aktiebolag,2,nan,"Sickelsta 116, 692 93 Kumla","Sickelsta 116, 692 93 Kumla",Kumla,150,['46610 Partihandel med jordbruksmaskiner och -utrustning'],"Bolaget skall bedriva handel med och reparationer av lantbruksmaskiner, handel med värdepapper samt därmed förenlig verksamhet.",019-57 42 00,https://kts.se/
Smådjursveterinär Örebro AB,https://www.allabolag.se/foretag/sm%C3%A5djursveterin%C3%A4r-%C3%B6rebro-ab/%C3%B6rebro/-/5592651573,['info@smadjursveterinar.se'],559265-1573,14714,Smådjursveterinär Örebro AB,2020-07-29,Aktiebolag,9,nan,"Apelvägen 30, 703 58 Örebro","Apelvägen 30, 703 58 Örebro",Örebro,25,['75000 Veterinärverksamhet'],"Bolaget har till föremål för sin verksamhet att, direkt eller indirekt, bedriva djurvård, utöva försäljning av djurvårdsprodukter och foder samt äga och förvalta lös egendom, aktier och andelar i dotter- och intressebolag, fast egendom samt därmed förenlig verksamhet.",nan,https://www.smadjursveterinar.se/
Timmersdala Skogstransport AB,https://www.allabolag.se/foretag/timmersdala-skogstransport-ab/%C3%B6rebro/-/5566353610,['info@fairtransport.se'],556635-3610,14701,Timmersdala Skogstransport AB,2002-12-03,Aktiebolag,6,nan,"Pråmkajen 7 b, 702 15 Örebro","PATRIK LARSSON Pråmkajen 7 b, 702 15 Örebro",Örebro,100,"['49410 Vägtransport, godstrafik']",Föremålet för bolagets verksamhet är åkerirörelse samt därmed förenlig verksamhet.,070-348 18 11,https://fairtransport.se/company/timmersdala-skogstransport-ab/
Followit AB,https://www.allabolag.se/foretag/followit-ab/lindesberg/-/5592536592,['info@followit.se'],559253-6592,14700,Followit AB,2020-04-27,Aktiebolag,10,Jens Mikael Qarlsson,"Stafettgatan 29, 711 34 Lindesberg","Stafettgatan 29, 711 34 Lindesberg",Lindesberg,25,"['26510 Tillverkning av instrument och apparater för mätning, provning och navigering']","Aktiebolagets verksamhet ska vara att utveckla, tillverka och försälja dels pejlutrustning för lokalisering av människor, djur och föremål, dels utveckla spår- och sökkoncept, samt bedriva därmed förenlig verksamhet.",nan,https://www.followit.se/index.html.se
make a brand Sweden AB,https://www.allabolag.se/foretag/make-a-brand-sweden-ab/%C3%B6rebro/-/5567169874,"['liam@makeabrand.se', 'per@makeabrand.se', 'info@makeabrand.se', 'jenny@makeabrand.se', 'malte@makeabrand.se', 'terje@makeabrand.se']",556716-9874,14691,make a brand Sweden AB,2006-12-06,Aktiebolag,7,nan,"Adolfsbergsvägen 4, 702 27 Örebro","Adolfsbergsvägen 4, 702 27 Örebro",Örebro,100,['73119 Övrig reklamverksamhet'],"Bolaget skall bedriva tillverkning och försäljning av skylt- och reklammaterial samt försäljning och uthyrning av utställningsmaterial, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",019-10 32 40,https://makeabrand.se/
Bröderna D & S AB,https://www.allabolag.se/foretag/br%C3%B6derna-d-s-ab/%C3%B6rebro/-/5590206040,[],559020-6040,14687,Bröderna D & S AB,2015-07-13,Aktiebolag,11,nan,"Brunnsparken, 702 28 Örebro","Restaurang Parken Box 9080, 700 09 Örebro",Örebro,50,['56100 Restaurangverksamhet'],Bolaget skall bedriva restaurangverksamhet med catering och därmed förenlig verksamhet.,nan,https://lagen.nu/dom/nja/1990s14
Aglianico i Örebro AB,https://www.allabolag.se/foretag/aglianico-i-%C3%B6rebro-ab/%C3%B6rebro/-/5590742861,[],559074-2861,14683,Aglianico i Örebro AB,2016-08-30,Aktiebolag,11,nan,"Engelbrektsgatan 8, 702 12 Örebro","Pitchers i Örebro AB Engelbrektsgatan 8, 702 12 Örebro",Örebro,50,['56100 Restaurangverksamhet'],"Föremålet för bolagets verksamhet är restaurang- och caféverksamhet, konsultverksamhet inom hotell och restaurangbranschen samt bedriva handel med värdepapper samt därmed förenlig verksamhet.",nan,https://gastrogate.com/files/attachments/32780/sorellasommar2023-ny2.pdf
EKOtid AB,https://www.allabolag.se/foretag/ekotid-ab/%C3%B6rebro/-/5590776562,"['stina.solveling@ekotid.se', 'selma.andersson@ekotid.se', 'johan.nilsson@ekotid.se', 'ellen.hellberg@ekotid.se', 'ulrika.nordlund@ekotid.se', 'oscar.fagerstrom@ekotid.se', 'info@ekotid.se', 'johanna.eriksson@ekotid.se', 'karin.bergh@ekotid.se', 'rebecca.nilborn@ekotid.se', 'elin.johansson@ekotid.se', 'elin.adolfsson@ekotid.se', 'denice.erkenby@ekotid.se', 'veronica.klingberg@ekotid.se', 'sara.danielsson@ekotid.se', 'linnea.vannerstedt@ekotid.se']",559077-6562,14665,EKOtid AB,2016-09-26,Aktiebolag,14,nan,"Dialoggatan 12 b, 703 74 Örebro","Dialoggatan 12 b, 703 74 Örebro",Örebro,50,['69201 Redovisning och bokföring'],Bolaget skall bedriva konsultation inom ekonomi samt därmed förenlig verksamhet.,072-018 91 19,https://ekotid.se/
Dagdeg Aspholmen AB,https://www.allabolag.se/foretag/dagdeg-aspholmen-ab/%C3%B6rebro/-/5591847867,[],559184-7867,14662,Dagdeg Aspholmen AB,2018-12-11,Aktiebolag,9,nan,"Adolfsbergsvägen 6, 702 27 Örebro","Kebabfabriken KF Adolfsbergsvägen 6, 702 27 Örebro",Örebro,1 000,['56100 Restaurangverksamhet'],Aktiebolaget ska bedriva restaurangrörelse samt därmed förenlig verksamhet.,073-386 75 47,https://www.kebabfabriken.se/
Oxelösundsgösen Fastigheter AB,https://www.allabolag.se/foretag/oxel%C3%B6sundsg%C3%B6sen-fastigheter-ab/degerfors/-/5566051545,"['50anders.persson@apaab.com', '01lisa.persson@apaab.com', '74wilma.persson@apaab.com', 'info@apaab.com', '17thomas.johansson@apaab.com', '50erik.persson@apaab.com']",556605-1545,14660,Oxelösundsgösen Fastigheter AB,2001-01-16,Aktiebolag,0,nan,"Knutsbol 860 Sörgården, 693 91 Degerfors","Kungsvägen 35, 691 31 Karlskoga",Karlskoga,2 000,['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler'],"Bolagets verksamhet ska vara ägande, uthyrning och förvaltning av fastigheter samt därmed förenlig verksamhet.",010-195 41 90,https://apaab.com/fastighetsutveckling/
Pennybridge bilar AB,https://www.allabolag.se/foretag/pennybridge-bilar-ab/%C3%B6rebro/-/5569950701,[],556995-0701,14645,Pennybridge bilar AB,2014-12-10,Aktiebolag,0,nan,"Ekersgatan 2, 703 42 Örebro","Ekersgatan 2, 703 42 Örebro",Örebro,100,['45110 Handel med personbilar och lätta motorfordon'],"Bolaget ska säljer, byter, köper och importerar bilar.",nan,https://bilweb.se/bilhandlare/pennybridge-bilar-ab
Eriksson & Höjers Plåtslageri AB,https://www.allabolag.se/foretag/eriksson-h%C3%B6jers-pl%C3%A5tslageri-ab/karlskoga/-/5566459904,['info@eh-plat.se'],556645-9904,14627,Eriksson & Höjers Plåtslageri AB,2003-06-23,Aktiebolag,9,nan,"Hangarvägen 16, 691 35 Karlskoga","Hangarvägen 16, 691 35 Karlskoga",Karlskoga,100,"['43222 Ventilationsarbeten', '43911 Takarbeten av plåt']",Bolaget skall bedriva ventilations- och plåtslageriverksamhet ävensom idka därmed förenlig verksamhet.,nan,https://eh-plat.se/
BonuCare AB,https://www.allabolag.se/foretag/bonucare-ab/nora/-/5590738471,[],559073-8471,14618,BonuCare AB,2016-08-25,Aktiebolag,48,Ewa Inga-Lill Petersson Wallin,Nora,"Box 11, 713 21 Nora",Nora,50,['88102 Öppna sociala insatser för personer med funktionshinder'],Öppna social insatser för personer med funktionshinder.,nan,http://bonucare.se/
Runnaby Gård Aktiebolag,https://www.allabolag.se/foretag/runnaby-g%C3%A5rd-aktiebolag/%C3%B6rebro/-/5562557016,[],556255-7016,14616,Runnaby Gård Aktiebolag,1985-02-11,Aktiebolag,4,Hans Karl Anders Gustafsson,"Runnaby Gård, 705 92 Örebro","Runnaby Gård, 705 92 Örebro",Örebro,100,"['01110 Odling av spannmål (utom ris), baljväxter och oljeväxter', '01610 Service till växtodling', '02101 Skogsförvaltning']","Föremålet för bolagets verksamhet är att bedriva växtodling, djurproduktion, skogsbruk, entreprenadverksamhet, maskin- och personaluthyrning samt att äga och förvalta värdepapper.",nan,https://www.hembygd.se/ekers/plats/93566/text/15966
Castellum Prästgården AB,https://www.allabolag.se/foretag/castellum-pr%C3%A4stg%C3%A5rden-ab/%C3%B6rebro/-/5590097324,[],559009-7324,14585,Castellum Prästgården AB,2015-04-07,Aktiebolag,0,nan,Örebro,"c/o Castellum Mitt AB Box 1824, 701 18 Örebro",Örebro,50,['68100 Handel med egna fastigheter'],"Bolaget skall ha till föremål för sin verksamhet att- direkt eller indirekt genom hel- eller delägda bolag- förvärva, förvalta, utveckla och försälja fast egendom samt att bedriva annan därmed förenlig verksamhet.",nan,https://www.castellum.se/lediga-lokaler/orebro-prastgarden-12/kyrkogatan-3-250-kvm/
Hantverkarna i Närke AB,https://www.allabolag.se/foretag/hantverkarna-i-n%C3%A4rke-ab/%C3%B6rebro/-/5592118391,[],559211-8391,14582,Hantverkarna i Närke AB,2019-07-03,Aktiebolag,5,nan,"Hjortstorpsvägen 94, 703 81 Örebro","PONTUS BLOMBERG Hjortstorpsvägen 94, 703 81 Örebro",Örebro,50,['41200 Byggande av bostadshus och andra byggnader'],Bolaget ska bedriva byggverksamhet och arbeten med markanläggning samt därmed förenlig verksamhet.,nan,https://bygg.se/hantverkarna-i-narke-ab/
Appetite AB,https://www.allabolag.se/foretag/appetite-ab/%C3%B6rebro/-/5591823066,['info@techotel.se'],559182-3066,14571,Appetite AB,2018-11-28,Aktiebolag,12,Curt Jacob Wilhelm Kihlbaum,"Olaigatan 2, 703 39 Örebro","Olaigatan 2, 703 39 Örebro",Örebro,86,['62010 Dataprogrammering'],"Bolaget skall bedriva analys-, strategi- och managementkonsultuppdrag samt programmering inom data science och artificiell intelligens samt äga och förvalta noterade och onoterade aktier, värdepapper och därmed förenlig verksamhet.",073-545 53 58,https://techotel.se/appetite/
Framsteget Behandlingshem AB,https://www.allabolag.se/foretag/framsteget-behandlingshem-ab/ervalla/-/5565890794,"['info@framsteget.se', 'emil@framsteget.se']",556589-0794,14570,Framsteget Behandlingshem AB,2000-04-17,Aktiebolag,10,nan,"Ervalla 251, 718 95 Ervalla","c/o Framsteget Behandlingshem AB Ervalla 251, 718 95 Ervalla",Ervalla,100,['88993 Övriga öppna sociala insatser för vuxna'],Föremålet för bolagets verksamhet är att bedriva manualstyrd tolvstegsbehandling och utslussningsåtgärder för män över 18 år och därmed förenlig verksamhet.,019-28 13 33,https://www.framsteget.se/
Västhaga fastfood AB,https://www.allabolag.se/foretag/v%C3%A4sthaga-fastfood-ab/%C3%B6rebro/-/5591440747,[],559144-0747,14555,Västhaga fastfood AB,2018-01-08,Aktiebolag,10,Philip Chi Phuoc Luu,"Västhagagatan 3, 703 46 Örebro","Västhagagatan 3, 703 46 Örebro",Örebro,50,['56100 Restaurangverksamhet'],Asiatisk snabbmat restaurang.,nan,https://rice-noodles.se/
MOAB i Örebro AB,https://www.allabolag.se/foretag/moab-i-%C3%B6rebro-ab/%C3%B6rebro/-/5593302416,[],559330-2416,14551,MOAB i Örebro AB,2021-08-11,Aktiebolag,1,nan,"Johansdalsvägen 2 d, 702 31 Örebro","Johansdalsvägen 2 d, 702 31 Örebro",Örebro,25,['43120 Mark- och grundarbeten'],Bolaget skall bedriva byggverksamhet och anläggningsverksamhet och därmed förenlig verksamhet.,070-699 29 55,https://www.moab.se/
