name,legal_name,org_number,city,revenue,employees,emails,phone,website,sni2,sni_codes,registration_date,company_age_years,share_capital,priority_score
AKLA Aktiebolag,AKLA Aktiebolag,556027-6437,Askersund,33662,26.0,[],0583-71 11 35,https://www.akla.se/,21,"['21200 Tillverkning av läkemedel', '46769 Partihandel med övriga insatsvaror', '70100 Verksamheter som utövas av huvudkontor']",1929-02-23,96.5,100.0,0.229
TVT Motion AB,TVT Motion AB,556639-9704,Örebro,33580,5.0,[],019-12 77 96,https://www.tvtmotion.se/,46,['46620 Partihandel med verktygsmaskiner'],2003-02-21,22.5,100.0,0.242
Pappman AB,Pappman AB,556210-6574,Hallsberg,33580,8.0,[],019-32 37 75,https://www.bastaonline.se/foretag/2352-pappman-ab/artiklar,17,"['17129 Övrig tillverkning av papper och papp', '46769 Partihandel med övriga insatsvaror']",1981-01-01,44.7,500.0,0.232
TMG I ÖREBRO AB,TMG I ÖREBRO AB,556959-7619,Hallsberg,33568,19.0,[],073-561 15 19,https://quickbutton.se/sida/Aterforsaljare,49,"['49410 Vägtransport, godstrafik']",2014-01-27,11.6,50.0,0.193
LindHill AB,LindHill AB,559162-7806,Örebro,33448,1.0,[],,https://www.bytbil.com/handlare/lindhill-ab-8247,45,"['45110 Handel med personbilar och lätta motorfordon', '77390 Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar']",2018-06-19,7.2,50.0,0.087
Tourist Trap Aktiebolag,Tourist Trap Aktiebolag,556352-4361,Örebro,33424,1.0,[],019-19 23 00,https://efn.se/ar-gessles-enorma-latskatt-till-salu,90,"['90030 Litterärt och konstnärligt skapande', '90010 Artistisk verksamhet', '90020 Stödtjänster till artistisk verksamhet']",1989-02-17,36.6,500.0,0.241
Heedex AB,Heedex AB,559365-9773,Örebro,33307,3.0,[],,https://heedex.se/,45,['45110 Handel med personbilar och lätta motorfordon'],2022-02-16,3.6,25.0,0.144
Mega Huset Aktiebolag,Mega Huset Aktiebolag,556337-3801,Örebro,33274,20.0,[],019-31 40 80,https://www.megahuset.se/,47,"['47711 Specialiserad butikshandel med herr-, dam- och barnkläder, blandat']",1988-12-01,36.8,100.0,0.269
Apoteksgruppen i Örebro Nr 4 AB,Apoteksgruppen i Örebro Nr 4 AB,559190-8685,Örebro,33195,3.0,[],,https://apotekaren.nu/apoteksgruppen-orebro-svampen/,47,['47730 Apotekshandel'],2019-01-10,6.7,100.0,0.093
Närkesberg Eko AB,Närkesberg Eko AB,559229-6411,Närkesberg,33129,0.0,[],,https://jordbruksverket.se/download/18.30fcc87d18087eee43b1b99b/1651580327475/Askersund_N%C3%A4rkesberg%20H%C3%B6nseri%20AB_Fj%C3%A4derf%C3%A4_upph%C3%A4vande%20del%20av%20tillst%C3%A5nd_2021-11-17-tgau.pdf,01,"['01472 Uppfödning av fjäderfä, ej äggproduktion']",2019-12-03,5.8,50.0,0.052
Hallsbergs bostads AB,Hallsbergs bostads AB,556875-3114,Hallsberg,33119,0.0,[],,https://www.hallsberg.se/boende-och-trafik/hallsbergs-bostads-ab.html,68,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],2011-12-08,13.8,100.0,0.09
Ebrix AB,Ebrix AB,559063-1825,Örebro,32937,5.0,[],,https://ebrix.se/,47,"['47911 Postorderhandel och detaljhandel på Internet med brett sortiment', '47650 Specialiserad butikshandel med spel och leksaker']",2016-05-18,9.3,150.0,0.107
Mobergs Bygghandel Aktiebolag,Mobergs Bygghandel Aktiebolag,556078-9744,Nora,32928,7.0,[],0587-128 50,https://bolist.se/butiker/nora/,46,['46731 Partihandel med virke och andra byggmaterial'],1961-06-28,64.2,105.0,0.222
ABAT AB,ABAT AB,556314-0820,Örebro,32919,13.0,[],019-14 01 70,https://abat.se/,25,"['25620 Metallegoarbeten', '46731 Partihandel med virke och andra byggmaterial']",1987-12-15,37.7,100.0,0.243
Byggahus i Närke AB,Byggahus i Närke AB,556721-6188,Örebro,32748,2.0,[],,https://www.byggahus.se/forum/threads/referenser-bygga-hus-i-naerke-ab.142519/,41,['41200 Byggande av bostadshus och andra byggnader'],2007-01-24,18.6,100.0,0.132
BIK Karlskoga AB,BIK Karlskoga AB,559190-3108,Karlskoga,32418,36.0,[],,https://www.bikkarlskoga.se/,93,"['93120 Sportklubbars och idrottsföreningars verksamhet', '56100 Restaurangverksamhet']",2019-01-09,6.7,50.0,0.077
Castellum Grosshandlaren AB,Castellum Grosshandlaren AB,556858-5979,Örebro,32318,0.0,[],019-27 65 00,https://www.castellum.se/,68,"['68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",2011-07-04,14.2,50.0,0.211
Spelsberg AB,Spelsberg AB,559113-3649,Örebro,31964,4.0,[],,https://www.spelsberg.se/,46,['46699 Partihandel med diverse övriga maskiner och utrustning'],2017-05-24,8.3,50.0,0.078
Nordic Sports Nutrition AB,Nordic Sports Nutrition AB,556642-8693,Frövi,31943,4.0,[],,http://www.nsnutrition.se/,46,"['46380 Partihandel med andra livsmedel, bl.a. fisk samt skal- och blötdjur']",2003-04-07,22.4,100.0,0.112
Ekebergs handel AB,Ekebergs handel AB,556741-6655,Stora Mellösa,31819,9.0,[],019-44 50 13,https://www.transportstyrelsen.se/TSFS/TSFS%202023_39.pdf,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad', '47300 Specialiserad detaljhandel med drivmedel']",2007-11-01,17.9,100.0,0.233
Systrarna Hermansson Fastighetsförvaltning AB,Systrarna Hermansson Fastighetsförvaltning AB,556140-8955,Örebro,31682,3.0,[],,https://www.hermanssonfast.se/,68,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68310 Fastighetsförmedling']",1970-11-09,54.8,100.0,0.129
MicroData Skandinavien AB,MicroData Skandinavien AB,556569-2513,Örebro,31671,23.0,[],019-10 01 55,https://microdata.nu/sv/startsida/,62,['62030 Datordrifttjänster'],1999-04-01,26.4,100.0,0.27
AMEXCI AB,AMEXCI AB,559123-0213,Örebro,31613,32.0,[],076-127 85 55,https://amexci.se/about-amexci/,25,"['25999 Diverse övrig metallvarutillverkning', '71122 Teknisk konsultverksamhet inom industriteknik']",2017-08-28,8.0,274.0,0.209
M Östermans Entreprenad AB,M Östermans Entreprenad AB,559058-1772,Nora,31523,2.0,[],,https://www.nwt.se/2024/01/17/bratec-ab-har-ar-senaste-arsredovisningen-847c3/,02,"['02102 Skogsskötsel', '02200 Drivning', '64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare']",2016-04-07,9.4,50.0,0.069
Continental Music Group AB,Continental Music Group AB,559125-9683,Örebro,31516,3.0,[],,https://entresundsvall.se/arrangorer/continental-music-group/,59,['59200 Ljudinspelning och fonogramutgivning'],2017-09-20,8.0,50.0,0.076
Morskoga Transport AB,Morskoga Transport AB,556849-9148,Lindesberg,31308,13.0,[],070-624 25 57,https://morskogatransport.se/,49,"['49410 Vägtransport, godstrafik']",2011-04-14,14.4,50.0,0.221
Plåtteknik i Kumla AB,Plåtteknik i Kumla AB,556583-4941,Kumla,31230,17.0,[],019-58 26 60,https://www.ptabkumla.se/,25,['25620 Metallegoarbeten'],2000-01-11,25.7,150.0,0.225
Maskinentreprenader i Sverige Aktiebolag,Maskinentreprenader i Sverige Aktiebolag,559147-9174,Lerum,30841,7.0,[],,https://www.me.se/om-me/sok-medlemmar/details/?CompanyID=74d870aa-f43f-e911-8122-003dd8b71e49,77,"['77320 Uthyrning och leasing av bygg- och anläggningsmaskiner', '43991 Uthyrning av bygg- och anläggningsmaskiner med förare']",2018-02-01,7.6,100.0,0.075
Nya Åkeriet i Örebro AB,Nya Åkeriet i Örebro AB,556563-2295,Örebro,30755,19.0,[],,https://wegolf.bokamera.se/,49,"['49410 Vägtransport, godstrafik']",1998-12-03,26.8,100.0,0.131
Franzéns Lantbruk Aktiebolag,Franzéns Lantbruk Aktiebolag,556301-4561,Vintrosa,30753,6.0,[],,https://franzenslantbruk.se/,01,['01500 Blandat jordbruk'],1987-09-08,38.0,100.0,0.11
MD i Örebro AB,MD i Örebro AB,559165-5690,Örebro,30380,18.0,[],,https://lagen.nu/dom/md/2014:16,56,['56100 Restaurangverksamhet'],2018-07-11,7.2,50.0,0.1
tsreklam i Sverige AB,tsreklam i Sverige AB,556630-5297,Örebro,30084,10.0,[],070-412 34 91,https://www.tsreklam.se/sv-se,18,"['18122 Tryckning av böcker och övriga trycksaker', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",2002-08-05,23.1,100.0,0.246
Geocon Mätteknik Stockholm AB,Geocon Mätteknik Stockholm AB,559341-2199,Örebro,29753,18.0,[],,https://geocon.se/,71,['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik'],2021-10-18,3.9,25.0,0.143
Vårda Hemtjänst i Sverige AB,Vårda Hemtjänst i Sverige AB,559194-6792,Örebro,29751,75.0,[],,https://www.vardahemtjanst.se/,70,"['70220 Konsultverksamhet avseende företags organisation', '88101 Öppna sociala insatser för äldre personer']",2019-02-12,6.6,50.0,0.095
AB Ove P i Karlskoga,AB Ove P i Karlskoga,556438-3221,Karlskoga,29733,16.0,[],,https://www.transportnet.se/article/view/494675/orjan_tengberg_tar_over_ove_p_akeri,49,"['49410 Vägtransport, godstrafik']",1991-11-27,33.8,500.0,0.127
Nerike Skog & Trädgård AB,Nerike Skog & Trädgård AB,559003-6512,Kumla,29707,10.0,[],019-58 15 50,https://nerikeskogtradgard.se/,46,"['46610 Partihandel med jordbruksmaskiner och -utrustning', '33120 Reparation av maskiner', '47522 Specialiserad butikshandel med järn- och VVS-varor']",2015-02-11,10.6,100.0,0.19
J & P Holmbergs Åkeri AB,J & P Holmbergs Åkeri AB,556071-6549,Örebro,29696,20.0,[],070-214 66 00,https://www.jpholmberg.se/,49,"['49410 Vägtransport, godstrafik']",1960-04-19,65.4,100.0,0.25
Färgcentrum i Örebro AB,Färgcentrum i Örebro AB,556775-6555,Örebro,29686,5.0,[],,https://www.kt-kuriren.se/2025/03/03/fin-marginal-for-hallbergs-farg-aktiebolag-slar-branschsnittet-7df61/,47,"['47523 Specialiserad butikshandel med färger, fernissor och lacker']",2009-01-12,16.7,100.0,0.13
Coment AB,Coment AB,556937-3631,Örebro,29378,15.0,[],08-684 504 00,https://coment-ab.se/,43,['43210 Elinstallationer'],2013-07-15,12.2,50.0,0.233
Nora Grus Aktiebolag,Nora Grus Aktiebolag,556270-1382,Nora,29350,4.0,[],0587-31 13 03,https://www.snabbgrus.se/prislista-priser/orebro/71334-nora/,08,"['08120 Utvinning av sand, grus och berg; utvinning av lera och kaolin']",1986-01-23,39.6,200.0,0.223
J Rådberg Bil AB,J Rådberg Bil AB,559173-5294,Örebro,29276,1.0,[],,https://j-radbergbil.se/,45,['45110 Handel med personbilar och lätta motorfordon'],2018-10-01,6.9,50.0,0.085
BBM i Örebro Aktiebolag,BBM i Örebro Aktiebolag,556411-4469,Örebro,29235,19.0,[],019-31 03 70,https://www.golv-kakelbl.se/nyheter/golventreprenad-gruppen-vaxer-lt3z3-9kx3k,43,['43330 Golv- och väggbeläggningsarbeten'],1990-11-16,34.8,100.0,0.269
Statens Bostadsomvandling AB,Statens Bostadsomvandling AB,556329-2977,Örebro,28387,3.0,[],,https://sbo.se/,68,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],1988-08-29,37.0,100.0,0.129
Fresco restaurangmaskiner AB,Fresco restaurangmaskiner AB,559115-5147,Örebro,28207,0.0,[],,https://fresco.se/,46,['46699 Partihandel med diverse övriga maskiner och utrustning'],2017-06-14,8.2,50.0,0.069
Bäckfallet Elektronik AB,Bäckfallet Elektronik AB,556815-2465,Kopparberg,28141,7.0,[],,https://backfallet.se/,71,['71123 Teknisk konsultverksamhet inom elteknik'],2010-07-22,15.1,50.0,0.102
Valegrens Åkeri Aktiebolag,Valegrens Åkeri Aktiebolag,556551-4873,Grythyttan,28049,12.0,[],0591-140 25,https://www.filipstadstidning.se/2025/05/09/sa-gick-det-for-valegrens-akeri-aktiebolag-senaste-aret-37d05/,43,['43991 Uthyrning av bygg- och anläggningsmaskiner med förare'],1998-01-29,27.6,100.0,0.242
Peter Bergkvist Service AB,Peter Bergkvist Service AB,556802-6776,Karlskoga,27948,9.0,[],0586-523 09,https://www.nwt.se/2025/03/11/peter-bergkvist-service-ab-har-ar-de-viktigaste-siffrorna-senaste-aret-7b346/,47,"['47300 Specialiserad detaljhandel med drivmedel', '45201 Allmän service och reparation av motorfordon utom motorcyklar', '47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",2010-03-22,15.5,100.0,0.225
KFH Hotell AB,KFH Hotell AB,556649-2194,Örebro,27849,11.0,[],019-601 42 00,https://www.avropa.se/supplier/100/,55,['55103 Hotellverksamhet utan restaurangrörelse'],2003-10-13,21.9,100.0,0.266
Gamla Örebro-Freden AB,Gamla Örebro-Freden AB,556778-7378,Örebro,27731,25.0,[],019-18 55 50,https://satin.se/,56,['56100 Restaurangverksamhet'],2009-03-03,16.5,100.0,0.257
Global Care i Laxå AB,Global Care i Laxå AB,556903-3904,Laxå,27698,17.0,[],070-545 19 45,https://www.placeringsinfo.se/hvb/skyddat-boende-global-care,87,"['87203 Boende med särskild service för vuxna med missbruksproblem', '55201 Vandrarhemsverksamhet']",2012-09-11,13.0,60.0,0.199
Örebrobärgarna Aktiebolag,Örebrobärgarna Aktiebolag,556298-8070,Örebro,27460,23.0,[],019-14 77 00,,47,"['47300 Specialiserad detaljhandel med drivmedel', '45201 Allmän service och reparation av motorfordon utom motorcyklar', '52211 Bärgning för landtransport']",1987-08-03,38.1,1050.0,0.285
Steves Specialtransporter AB,Steves Specialtransporter AB,556706-6328,Vretstorp,27398,23.0,[],070-352 56 00,https://viabyalag.se/wp-content/uploads/2012/12/BT2012f%C3%B6retaglekeberg.pdf,49,"['49410 Vägtransport, godstrafik']",2006-07-03,19.2,100.0,0.225
Uno Forsberg Cykel Aktiebolag,Uno Forsberg Cykel Aktiebolag,556163-9500,Örebro,27345,5.0,[],,https://sok.riksarkivet.se/?postid=ArkisRef%20SE/FAS/FA_41-1/H%202&s=Siv,47,['47642 Specialiserad butikshandel med cyklar'],1972-01-01,53.7,100.0,0.141
Revir Sverige AB,Revir Sverige AB,556838-0702,Örebro,27323,29.0,[],076-307 00 30,https://revir.nu/,43,['43210 Elinstallationer'],2011-01-12,14.7,132.0,0.253
Förlunda Bilskadecenter AB,Förlunda Bilskadecenter AB,559205-1543,Örebro,27151,14.0,[],,https://www.forlunda.se/,45,"['45202 Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar']",2019-05-08,6.3,50.0,0.095
Henkas Grus & Betong AB,Henkas Grus & Betong AB,559079-3369,Vretstorp,27076,3.0,[],,https://www.raceconsulting.se/tavlingar/2025-10-04-henkas-grus-betong-rallyt/,46,"['46731 Partihandel med virke och andra byggmaterial', '42110 Anläggning av vägar och motorvägar', '49410 Vägtransport, godstrafik']",2016-10-06,8.9,100.0,0.076
P J Bygg i Lindesberg AB,P J Bygg i Lindesberg AB,559374-6901,Lindesberg,26912,5.0,[],,https://www.byggfaktadocu.se/rusta-lindesberg/projekt.html,41,['41200 Byggande av bostadshus och andra byggnader'],2022-04-06,3.4,25.0,0.145
Orren Entreprenad Aktiebolag,Orren Entreprenad Aktiebolag,556663-2856,Kumla,26785,0.0,[],,https://bygg.se/orren-entreprenad-aktiebolag/,41,['41200 Byggande av bostadshus och andra byggnader'],2004-06-15,21.2,100.0,0.119
Blanksvärd Rail & Fabrication AB,Blanksvärd Rail & Fabrication AB,559269-6578,Kumla,26761,8.0,[],,https://aktivskola.org/vara-vanner/orebro_lan/,42,['42120 Anläggning av järnvägar och tunnelbanor'],2020-09-02,5.0,25.0,0.123
Erik V. Eriksson Transport Aktiebolag,Erik V. Eriksson Transport Aktiebolag,556116-6900,Örebro,26482,22.0,[],019-22 26 69,"https://news.cision.com/se/ey-entrepreneur-of-the-year/r/nu-ska-svealands-framsta-entreprenor-utses,c3230335",49,"['49410 Vägtransport, godstrafik']",1968-04-29,57.4,495.0,0.261
Södermalmstornet AB,Södermalmstornet AB,556630-1908,Örebro,26477,4.0,[],,https://sodermalmstornet.se/,68,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '68209 Övrig förvaltning av egna eller arrenderade fastigheter', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",2002-07-11,23.2,5200.0,0.153
Wokk Storkök AB,Wokk Storkök AB,559051-5366,Hovås,26426,10.0,[],031-751 81 80,https://www.wokk.se/,46,['46699 Partihandel med diverse övriga maskiner och utrustning'],2016-02-17,9.6,75.0,0.185
Bratec AB,Bratec AB,556878-6155,Hallsberg,26175,,[],,https://www.kt-kuriren.se/2024/10/10/sa-sag-siffrorna-ut-for-bratec-ab-senaste-aret-d5f24/,41,"['41200 Byggande av bostadshus och andra byggnader', '64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare']",2011-12-27,13.7,50.0,0.103
Måla i Värmland AB,Måla i Värmland AB,556786-6156,Karlskoga,26155,27.0,[],,https://www.nwt.se/2024/01/01/inget-foretag-i-branschen-hade-storre-omsattning-an-mala-i-varmland-ab-1c059/,43,['43341 Måleriarbeten'],2009-08-05,16.1,100.0,0.124
Plåt o Fönster i Örebro AB,Plåt o Fönster i Örebro AB,559010-8121,Örebro,26150,4.0,[],,https://lindtech.se/,47,"['47521 Specialiserad butikshandel med virke och byggvaror', '41200 Byggande av bostadshus och andra byggnader']",2015-04-16,10.4,50.0,0.103
"Blomströms Svets och Industriservice, BSIAB AB","Blomströms Svets och Industriservice, BSIAB AB",556747-3821,Karlskoga,26105,8.0,[],0586-344 60,https://www.bsiab.se/,25,"['25620 Metallegoarbeten', '46761 Partihandel med industriförnödenheter', '43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet']",2007-12-20,17.7,100.0,0.211
Karlskoga Hotellaktiebolag,Karlskoga Hotellaktiebolag,556104-8397,Karlskoga,26098,14.0,[],0586-637 40,https://www.nwt.se/2024/09/03/karlskoga-hotellaktiebolag-slar-branschsnittet-7fad8/,55,['55101 Hotellverksamhet med restaurangrörelse'],1966-07-07,59.2,100.0,0.243
Lundin Transport Örebro AB,Lundin Transport Örebro AB,556997-1012,Örebro,26002,17.0,[],019-20 90 99,https://lundintransport.se/,49,"['49410 Vägtransport, godstrafik']",2014-12-18,10.7,50.0,0.209
Hybrid Solutions in Orebro AB,Hybrid Solutions in Orebro AB,559392-1207,Örebro,25989,14.0,[],019-39 90 00,https://www.hybridsolutions.se/,46,"['46510 Partihandel med datorer och kringutrustning samt programvara', '62020 Datakonsultverksamhet']",2022-08-10,3.1,25.0,0.251
S 12 i Örebro AB,S 12 i Örebro AB,559177-0945,Örebro,25821,16.0,[],,https://lagen.nu/dom/nja/2012s441,56,['56100 Restaurangverksamhet'],2018-10-25,6.9,50.0,0.098
Solkraft i Viby AB,Solkraft i Viby AB,559011-4285,Östansjö,25807,5.0,[],,https://www.solkraft.info/,43,"['43210 Elinstallationer', '28210 Tillverkning av ugnar och brännare', '71124 Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik']",2015-04-21,10.4,151.0,0.1
ROPE Management Consulting AB,ROPE Management Consulting AB,556896-1402,Örebro,25784,0.0,[],019-12 24 10,https://bygg.se/rope-ab/,43,"['43221 Värme- och sanitetsarbeten', '47810 Torg- och marknadshandel med livsmedel, drycker och tobak']",2012-06-14,13.2,50.0,0.219
Bröderna Martengård Transport Aktiebolag,Bröderna Martengård Transport Aktiebolag,556573-2137,Örebro,25763,13.0,[],019-31 07 38,https://www.betyg.se/fordon/transport,49,"['49410 Vägtransport, godstrafik']",1999-07-29,26.1,100.0,0.247
Gustaf & Magnus Bygg AB,Gustaf & Magnus Bygg AB,556752-5240,Örebro,25762,4.0,[],,https://bygg.se/gustaf-amp-magnus-bygg-ab/,41,['41200 Byggande av bostadshus och andra byggnader'],2008-02-28,17.5,100.0,0.132
Folkraceshop Sverige AB,Folkraceshop Sverige AB,556860-2840,Örebro,25739,6.0,[],019-10 23 30,https://folkraceshop.se/,45,"['45320 Detaljhandel med reservdelar och tillbehör till motorfordon utom motorcyklar', '62020 Datakonsultverksamhet']",2011-08-01,14.1,50.0,0.235
C. and Create AB,C. and Create AB,556888-7045,Kumla,25705,11.0,[],,https://careofgerd.com/,86,"['86222 Specialistläkarverksamhet inom öppenvård, ej på sjukhus']",2012-03-26,13.5,50.0,0.099
Keys & Objects AB,Keys & Objects AB,559209-2927,Fjugesta,25681,10.0,[],,https://nordic-issuing.se/wp-content/uploads/Candles-Scandinavia-AB-Bolagsbeskrivning.pdf,80,['80200 Säkerhetssystemtjänster'],2019-06-17,6.2,50.0,0.069
Bruhns Barnvagnar AB,Bruhns Barnvagnar AB,556651-4179,Örebro,25680,9.0,[],019-18 78 41,https://www.lekia.se/butiker/orebro-marieberg-lekia-och-babya/,47,"['47789 Övrig specialiserad butikshandel', '47510 Specialiserad butikshandel med textilier', '47650 Specialiserad butikshandel med spel och leksaker']",2003-11-19,21.8,400.0,0.273
Antenngubben Aktiebolag,Antenngubben Aktiebolag,556955-4768,Örebro,25617,41.0,[],,https://bygg.se/stad/orebro/,49,"['49320 Taxitrafik', '49390 Annan landtransport av passagerare']",2013-12-18,11.7,50.0,0.103
Repslagar'n i Örebro Aktiebolag,Repslagar'n i Örebro Aktiebolag,556577-3982,Örebro,25608,7.0,[],,http://svenskaflytblock.se/repslagarn-i-orebro-ab/,47,"['47643 Specialiserad butikshandel med båtar', '33150 Reparation och underhåll av fartyg och båtar', '45192 Handel med husvagnar, husbilar, släpfordon och påhängsvagnar', '68209 Övrig förvaltning av egna eller arrenderade fastigheter', '13940 Tågvirkes- och bindgarnstillverkning']",1999-10-27,25.9,1000.0,0.156
Taxi Karlskoga-Degerfors Aktiebolag,Taxi Karlskoga-Degerfors Aktiebolag,556301-7655,Karlskoga,25588,6.0,[],,https://www.nwt.se/2025/05/28/sa-sag-siffrorna-ut-for-taxi-karlskoga-degerfors-aktiebolag-2024-3fdde/,52,['52219 Övriga stödtjänster till landtransport'],1987-07-08,38.2,108.0,0.114
Naxos Sweden Aktiebolag,Naxos Sweden Aktiebolag,556462-4038,Örebro,25559,7.0,[],,https://naxosdirect.se/page/naxos-sweden-120,46,['46433 Partihandel med inspelade band och skivor för musik och bild'],1993-02-15,32.6,1000.0,0.139
Al-Kutubi Gross AB,Al-Kutubi Gross AB,559257-1938,Örebro,25555,3.0,[],,https://www.livsmedelsverket.se/globalassets/foretag-regler-kontroll/livsmedelsinformation-markning-halsopastaenden/ekologisk-mat/forteckning-over-foretag-hantering-av-ekologiska-livsmedel-undantagna-krav-pa-certifiering-250416.pdf,47,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",2020-05-26,5.3,50.0,0.084
Sten och Plattentreprenader i Örebro AB,Sten och Plattentreprenader i Örebro AB,556376-6186,Örebro,25547,16.0,[],,https://branschaktuellt.se/byggindustrin/senaste-nytt-bygg/227410-konkurs-efter-skanskas-stopp/,43,['43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet'],1989-12-06,35.8,100.0,0.147
Maskinkonsult i Värmland AB,Maskinkonsult i Värmland AB,559071-8515,Örebro,25534,3.0,[],,https://www.maskinsnack.se/1917242/episodes/10254517-maskinsnack-2,46,"['46630 Partihandel med gruv-, bygg- och anläggningsmaskiner']",2016-08-02,9.1,50.0,0.08
EH Scandinavia AB,EH Scandinavia AB,556160-4140,Karlskoga,25357,2.0,[],08-590 047 00,https://www.sto.se/s/p/a1F2p00000PivAtEAJ/stocryl-eh-100,46,['46699 Partihandel med diverse övriga maskiner och utrustning'],1972-01-01,53.7,3100.0,0.236
Piscator Ventilation AB,Piscator Ventilation AB,556636-4476,Örebro,25271,8.0,[],070-618 39 50,https://www.piscatorab.se/,43,['43222 Ventilationsarbeten'],2002-12-13,22.7,100.0,0.264
N Statts Hotell i Karlskoga AB,N Statts Hotell i Karlskoga AB,556626-3678,Kristinehamn,25201,19.0,[],0586-364 40,https://www.nwt.se/2025/08/04/intakterna-fortsatter-vaxa-for-n-statts-hotell-i-karlskoga-ab-6ce89/,55,['55101 Hotellverksamhet med restaurangrörelse'],2002-04-15,23.4,100.0,0.244
PerAn Butik & Bensin AB,PerAn Butik & Bensin AB,556718-3016,Hällefors,25163,4.0,[],0591-121 10,https://www.filipstadstidning.se/plats/sverige/orebro-lan/orebro-kommun/orebro/,47,['47300 Specialiserad detaljhandel med drivmedel'],2006-12-21,18.7,100.0,0.232
Bygglaget Örebro AB,Bygglaget Örebro AB,556679-4359,Örebro,24967,5.0,[],,https://hockeysverige.se/sponsrade/anders-kellerstam-bygglaget-bakom-lagbygget-tre-kronor/,41,['41200 Byggande av bostadshus och andra byggnader'],2005-04-20,20.4,100.0,0.141
Rehnvalls Åkeri Aktiebolag,Rehnvalls Åkeri Aktiebolag,556411-2927,Pålsboda,24688,4.0,[],,https://www.rehnvalls.se/,49,"['49410 Vägtransport, godstrafik']",1990-11-26,34.8,100.0,0.112
FALLA Jord & Skog Närkeskil AB,FALLA Jord & Skog Närkeskil AB,559416-4294,Örebro,24566,4.0,[],,https://www.grisforetagaren.se/artikel/2237875/tio-i-topp-2024--slaktgrisproduktion.html,01,"['01199 Odling av övriga ett- och tvååriga växter', '01461 Uppfödning av smågrisar', '02101 Skogsförvaltning', '43120 Mark- och grundarbeten']",2023-01-02,2.7,50.0,0.125
Anteba Aktiebolag,Anteba Aktiebolag,556336-7662,Nora,24514,5.0,[],,https://anteba.se/,47,"['47593 Specialiserad butikshandel med glas, porslin och andra bosättningsvaror']",1988-12-02,36.8,100.0,0.128
Kungsleden Dockan AB,Kungsleden Dockan AB,556865-2134,Örebro,24488,0.0,[],,"https://news.cision.com/se/kungsleden-ab/i/dockan-9,c1566789",64,['64202 Holdingverksamhet i icke-finansiella koncerner'],2011-09-21,14.0,50.0,0.089
Cleverex Jobbförmedling & Utbildning AB,Cleverex Jobbförmedling & Utbildning AB,556903-9166,Örebro,24381,35.0,[],019-609 00 66,https://xn--jobbfrmedling-mmb.cleverex.se/,78,"['78100 Arbetsförmedling och rekrytering', '70220 Konsultverksamhet avseende företags organisation', '85321 Gymnasial yrkesutbildning', '85591 Arbetsmarknadsutbildning', '85594 Personalutbildning']",2012-09-17,13.0,60.0,0.223
Energioptimering 3E AB,Energioptimering 3E AB,556786-9416,Karlskoga,24373,7.0,[],,https://www.eoab.se/,22,['22210 Tillverkning av plasthalvfabrikat'],2009-08-13,16.1,1000.0,0.114
Maranders Sprängteknik AB,Maranders Sprängteknik AB,559129-6123,Örebro,24333,2.0,[],,https://bygg.se/maranders-sprangteknik-ab/,43,['43120 Mark- och grundarbeten'],2017-10-18,7.9,50.0,0.091
Byggmetodik Svenska AB,Byggmetodik Svenska AB,556885-0639,Karlskoga,24165,0.0,[],,https://www.nwt.se/2024/01/17/bratec-ab-har-ar-senaste-arsredovisningen-847c3/,64,"['64993 Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare', '43320 Byggnadssnickeriarbeten']",2012-02-22,13.5,50.0,0.079
Sunnermark Fastigheter AB,Sunnermark Fastigheter AB,556899-9162,Örebro,24134,1.0,[],,https://www.oru.se/nyheter/nyhetsarkiv/nyhetsarkiv-2014/ragnarsson-fastigheter-bidrar-till-medicinsk-forskning/,68,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],2012-08-02,13.1,50.0,0.097
