name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
M.D Karlskogaslivsmedel AB,https://www.allabolag.se/foretag/m.d-karlskogaslivsmedel-ab/karlskoga/-/5593621823,[],559362-1823,17316,M.D Karlskogaslivsmedel AB,2022-01-25,Aktiebolag,2,,"Skrantatorget 2, 691 42 Karlskoga","Skrantatorget 2, 691 42 Karlskoga",Karlskoga,25,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Livsmedelshandel med brett sortiment.,,
WEMAB - Wennlöf Miljöåtervinning AB,https://www.allabolag.se/foretag/wemab-wennl%C3%B6f-milj%C3%B6%C3%A5tervinning-ab/%C3%B6rebro/-/5565182994,[],556518-2994,17308,WEMAB - Wennlöf Miljöåtervinning AB,1995-07-11,Aktiebolag,14,Regina Elisabeth Olsson Wenlöf,"Transportgatan 5, 702 27 Örebro","Transportgatan 5, 702 27 Örebro",Örebro,100,['38210 Behandling och bortskaffande av icke-farligt avfall'],"Bolaget skall bedriva återvinningshantering, som består av hushållsnära källsortering och transport av avfallsprodukter från olika hyresfastigheter samt vid behov praktiska förändringar av traditionella soprum, åkeri samt konsultverksamhet i anslutning härtill, ävensom idka därmed förenlig verksamhet.",019-25 74 50,
Brogrund Entreprenad AB,https://www.allabolag.se/foretag/brogrund-entreprenad-ab/%C3%B6rebro/-/5568542301,[],556854-2301,17305,Brogrund Entreprenad AB,2011-05-26,Aktiebolag,8,Andreas Karl Henry Atienzo,Örebro,"Box 1135, 701 11 Örebro",Örebro,100,['43120 Mark- och grundarbeten'],Föremålet för bolagets verksamhet är mark och anläggningsarbeten samt konsulttjänster inom området samt handel med värdepapper och därmed förenlig verksamhet.,,
Windahls HCB Motors i Nora AB,https://www.allabolag.se/foretag/windahls-hcb-motors-i-nora-ab/nora/-/5592454481,[],559245-4481,17304,Windahls HCB Motors i Nora AB,2020-03-02,Aktiebolag,1,,"Strogatan 41, 713 30 Nora","Storgatan 41, 713 30 Nora",Nora,50,"['45110 Handel med personbilar och lätta motorfordon', '45201 Allmän service och reparation av motorfordon utom motorcyklar']","Bolaget skall bedriva bilhandel, biluthyrning, försäljning av biltillbehör, förvaltning av fastigheter, drift av tvättanläggning för fordon, utföra lackering och karosseriarbeten av bilar, husvagnar, husbilar samt övriga fordon samt handel med värdepapper och därmed förenlig verksamhet.",,
Hemmastadd AB,https://www.allabolag.se/foretag/hemmastadd-ab/%C3%B6rebro/-/5566861968,[],556686-1968,17294,Hemmastadd AB,2005-09-21,Aktiebolag,8,,"Radiatorvägen 9, 702 27 Örebro","Radiatorvägen 9, 702 27 Örebro",Örebro,100,"['43221 Värme- och sanitetsarbeten', '47540 Specialiserad butikshandel med elektriska hushållsmaskiner och hushållsapparater', '43223 Kyl- och frysinstallationsarbeten']","Bolaget ska bedriva installation, service och försäljning av värmeanläggningar, butikskyla, hemelektronik och heminredning och därmed förenlig verksamhet.",,
aga egendomsaffär AB,https://www.allabolag.se/foretag/aga-egendomsaff%C3%A4r-ab/%C3%B6rebro/-/5563217271,[],556321-7271,17286,aga egendomsaffär AB,1988-04-27,Aktiebolag,12,Olof Rune Andreas Olofsson,"Borgmästargatan 10, 702 25 Örebro","Borgmästargatan 10, 702 25 Örebro",Örebro,100,['68310 Fastighetsförmedling'],"Bolagets verksamhet ska vara att bedriva fastighetsmäkleri, äga och förvalta värdepapper och lös eller fast egendom jämte därmed förenlig verksamhet.",019-670 62 00,
Dylta Bruk Förvaltnings Aktiebolag,https://www.allabolag.se/foretag/dylta-bruk-f%C3%B6rvaltnings-aktiebolag/dyltabruk/-/5563117497,[],556311-7497,17266,Dylta Bruk Förvaltnings Aktiebolag,1987-11-17,Aktiebolag,7,Axel Bernhard Roos,"Dyltabruk 264, 718 97 Dyltabruk","Dyltabruk 264, 718 97 Dyltabruk",Dyltabruk,100,['02101 Skogsförvaltning'],"Bolaget skall idka skogs- och jordbruk, jakt- och viltuppfödning, fiske och fiskodling, uthyrning och utarrendering av byggnader och mark, tillverkning och försäljning av jord, torv, sand, grus och berg. Konsultverksamhet inom skogs- och jordbruk, kursverksam= het av olika slag, t ex lantbruk, natur och jaktvård m m. Köp och försäljning av fastigheter, aktier och värdepapper, kultur-, byggnads, och naturvård, kapitalförvaltning - utan att driva bankrörelse eller sådan rörelse som avses i lagen (1963:76) om kreditaktiebolag och lag om bankrörelse den 31 mars 1955 - samt därmed förenlig verksamhet.",019-22 24 90,
AE Scandinavia AB,https://www.allabolag.se/foretag/ae-scandinavia-ab/%C3%B6rebro/-/5594633520,[],559463-3520,17258,AE Scandinavia AB,2023-12-15,Aktiebolag,6,,"Ånstagatan 6, 702 32 Örebro","Ånstagatan 6, 702 32 Örebro",Örebro,100,['80200 Säkerhetssystemtjänster'],"Bolaget ska bedriva försäljning och service av system för nyckelhantering, handel med värdepapper samt därmed förenlig verksamhet. Verksamheten kan även bedrivas genom licenstagare.",,
CRIO AB,https://www.allabolag.se/foretag/crio-ab/%C3%B6rebro/-/5567883755,[],556788-3755,17255,CRIO AB,2009-09-03,Aktiebolag,3,,"Nastagatan 17, 702 27 Örebro","Nastagatan 17, 702 27 Örebro",Örebro,125,['74103 Inredningsarkitektverksamhet'],"Bolaget skall bedriva projektering, design och försäljning av specialgjorda inredningar till restauranger samt därmed förenlig verksamhet.",,
Bennab AB,https://www.allabolag.se/foretag/bennab-ab/%C3%B6rebro/-/5567661052,[],556766-1052,17254,Bennab AB,2008-09-19,Aktiebolag,9,,"Kryptongatan 6, 703 74 Örebro","Kryptongatan 6, 703 74 Örebro",Örebro,250,"['77320 Uthyrning och leasing av bygg- och anläggningsmaskiner', '46699 Partihandel med diverse övriga maskiner och utrustning']","Bolagets verksamhet ska vara att bedriva uthyrning och försäljning av entreprenadmaskiner, fordon och bodar jämte därmed förenlig verksamhet.",,
Nora Stadshotell Aktiebolag,https://www.allabolag.se/foretag/nora-stadshotell-aktiebolag/nora/-/5566061940,[],556606-1940,17177,Nora Stadshotell Aktiebolag,2001-01-29,Aktiebolag,15,Vivi-Anne Carina Andersson,"Rådstugugatan 21, 713 31 Nora","Rådstugugatan 21, 713 31 Nora",Nora,100,['55103 Hotellverksamhet utan restaurangrörelse'],"Bolaget skall bedriva hotell- och restaurangverksamhet, samt därmed förenlig verksamhet.",0587-31 14 35,
Mark&VA-Depån Sweden AB,https://www.allabolag.se/foretag/markva-dep%C3%A5n-sweden-ab/lindesberg/-/5567718415,[],556771-8415,17156,Mark&VA-Depån Sweden AB,2008-12-08,Aktiebolag,3,,"Ålkilsgatan 20, 711 34 Lindesberg","Ålkilsgatan 20, 711 34 Lindesberg",Lindesberg,100,"['43120 Mark- och grundarbeten', '47521 Specialiserad butikshandel med virke och byggvaror', '41200 Byggande av bostadshus och andra byggnader']","Aktiebolaget ska bedriva entreprenad avseende byggnads- och markarbeten, försälja byggnads- och rörmaterial samt hyra ut personal och därmed förenliga verksamheter.",070-256 96 88,
Restaurang Tybble i Örebro AB,https://www.allabolag.se/foretag/restaurang-tybble-i-%C3%B6rebro-ab/%C3%B6rebro/-/5565700589,[],556570-0589,17150,Restaurang Tybble i Örebro AB,1999-04-27,Aktiebolag,15,,"Drakenbergsgatan 1 c, 702 19 Örebro","Drakenbergsgatan 1 c, 702 19 Örebro",Örebro,100,['56100 Restaurangverksamhet'],"Bolaget skall bedriva restaurangverksamhet, handel med värdepapper samt därmed förenlig verksamhet.",019-33 14 22,
John Ekströms Bygg & Fastigheter AB,https://www.allabolag.se/foretag/john-ekstr%C3%B6ms-bygg-fastigheter-ab/%C3%B6rebro/-/5562120468,[],556212-0468,17150,John Ekströms Bygg & Fastigheter AB,1981-01-01,Aktiebolag,12,Anna Karin Ekström,"Ormestagatan 1 b, 702 83 Örebro","Ormestagatan 1 b, 702 83 Örebro",Örebro,250,"['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder', '41200 Byggande av bostadshus och andra byggnader']","Bolaget skall bedriva byggnadsrörelse, fastighetsförvaltning, hushållsnära tjänster och därmed förenlig verksamhet.",019-16 43 70,
Svalgången fastigheter AB,https://www.allabolag.se/foretag/svalg%C3%A5ngen-fastigheter-ab/%C3%B6rebro/-/5592972169,[],559297-2169,17080,Svalgången fastigheter AB,2021-01-18,Aktiebolag,0,,"Idrottsvägen 31 b, 702 32 Örebro","EGERYDS FASTIGHETSFÖRVALTNING AB Idrottsvägen 31 b, 702 32 Örebro",Örebro,25,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],Bolaget ska äga och förvalta fastigheter samt bedriva därmed förenlig verksamhet.,,
Örebro Partihandel Aktiebolag,https://www.allabolag.se/foretag/%C3%B6rebro-partihandel-aktiebolag/%C3%B6rebro/-/5565324729,[],556532-4729,17056,Örebro Partihandel Aktiebolag,1996-06-20,Aktiebolag,3,,"Vattenverksgatan 7, 702 27 Örebro","Vattenverksgatan 7, 702 27 Örebro",Örebro,100,"['46499 Partihandel med övriga hushållsvaror', '45110 Handel med personbilar och lätta motorfordon', '77110 Uthyrning och leasing av personbilar och lätta motorfordon']","Bolagets verksamhet skall omfatta partihandel med i huvudsak presentartiklar, leksaker och fordon, uthyrning av fordon samt därmed förenlig verksamhet.",019-27 03 15,
IWT Sverige AB,https://www.allabolag.se/foretag/iwt-sverige-ab/%C3%B6rebro/-/5568261696,[],556826-1696,17055,IWT Sverige AB,2010-11-17,Aktiebolag,7,Jan-Erik Puurula,"Elementvägen 5, 702 27 Örebro","Elementvägen 5, 702 27 Örebro",Örebro,50,"['46699 Partihandel med diverse övriga maskiner och utrustning', '43221 Värme- och sanitetsarbeten', '62010 Dataprogrammering']","Bolaget ska bedriva verksamhet omfattande försäljning av produkter för vattenbehandling, luftförbättring, energioptimering samt konsultation och installation avseende dessa produkter. Bolaget kan även importera och exportera ovanstående produkter. Vidare kan bolaget äga och förvalta värdepapper och fastigheter, samt bedriva därmed förenlig verksamhet.",019-555 53 49,
SWEDIMPORT Trading Aktiebolag,https://www.allabolag.se/foretag/swedimport-trading-aktiebolag/lindesberg/-/5565135497,[],556513-5497,17027,SWEDIMPORT Trading Aktiebolag,1995-06-02,Aktiebolag,7,Eva Christina Henningsson,Lindesberg,"Bronäsvägen 6, 711 34 Lindesberg",Lindesberg,100,"['46900 Övrig partihandel', '22290 Annan plastvarutillverkning']",Aktiebolaget ska bedriva köp samt försäljning av plastartiklar och metallartiklar inom plast- och metallbranschen. Bolaget skall även bedriva tillverkning av plast och metallartiklar samt därmed förenlig verksamhet.,0581-161 90,
Fjäder Interiör AB,https://www.allabolag.se/foretag/fj%C3%A4der-interi%C3%B6r-ab/%C3%B6rebro/-/5592469299,[],559246-9299,17026,Fjäder Interiör AB,2020-03-10,Aktiebolag,6,Per Johan Håkan Lemnell,,"Fjäder Interiör AB Skjutbanevägen 6, 703 84 Örebro",Örebro,400,['71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik'],"Partihandel med inredning såsom möbler, mattor & belysning.",,
BeMå-LYFT i Örebro Aktiebolag,https://www.allabolag.se/foretag/bem%C3%A5-lyft-i-%C3%B6rebro-aktiebolag/%C3%B6rebro/-/5562131382,"['lyft@bemalyft.se', 'lyft@bemalyft.se']",556213-1382,17022,BeMå-LYFT i Örebro Aktiebolag,1981-01-01,Aktiebolag,9,Brita Eva-Karin Mårtensson,"Krangatan 2, 702 27 Örebro","Krangatan 2, 702 27 Örebro",Örebro,100,"['43991 Uthyrning av bygg- och anläggningsmaskiner med förare', '33120 Reparation av maskiner']","Bolaget skall bedriva uthyrning av mobilkranar, bygg- och anläggningsmaskiner samt idka därmed förenlig verksamhet.",019-27 17 27,https://bemalyft.se/
Hund & Kattspecialisten i Örebro Aktiebolag,https://www.allabolag.se/foretag/hund-kattspecialisten-i-%C3%B6rebro-aktiebolag/%C3%B6rebro/-/5563204675,[],556320-4675,17017,Hund & Kattspecialisten i Örebro Aktiebolag,1988-03-07,Aktiebolag,9,Eva Margareta Charlotte Porath,"Elementvägen 12, 702 27 Örebro","Elementvägen 12, 702 27 Örebro",Örebro,100,['47762 Specialiserad butikshandel med små sällskapsdjur'],Bolaget skall bedriva försäljning av hund- och kattartiklar ävensom idka därmed förenlig verksamhet.,019-10 33 36,
N. Höök's Byggservice i Hällefors Aktiebolag,https://www.allabolag.se/foretag/n.-h%C3%B6%C3%B6ks-byggservice-i-h%C3%A4llefors-aktiebolag/h%C3%A4llefors/-/5564708906,[],556470-8906,17000,N. Höök's Byggservice i Hällefors Aktiebolag,1993-08-18,Aktiebolag,14,,"Bergmästarvägen 67, 712 30 Hällefors","Bergmästarvägen 67, 712 30 Hällefors",Hällefors,100,"['43999 Diverse övrig specialiserad bygg- och anläggningsverksamhet', '22290 Annan plastvarutillverkning', '25999 Diverse övrig metallvarutillverkning', '16239 Tillverkning av övriga byggnads- och inredningssnickerier']","Bolaget skall utföra byggnadsverksamhet, fastighetsskötsel, äga och förvalta fastigheter, idka handel med aktier och värdepapper, ävensom idka därmed förenlig verksamhet.",,
Stigsdotter Fastigheter AB,https://www.allabolag.se/foretag/stigsdotter-fastigheter-ab/%C3%B6rebro/-/5569418410,[],556941-8410,16998,Stigsdotter Fastigheter AB,2013-09-05,Aktiebolag,3,Jakob Erik Christoffer Jansson,"Hagmarksgatan 25, 702 16 Örebro","Hagmarksgatan 25, 702 16 Örebro",Örebro,100,['68201 Uthyrning och förvaltning av egna eller arrenderade bostäder'],Bolaget ska bedriva fastighetsförvaltning samt därmed förenlig verksamhet.,070-513 62 07,
Carlssons Livsmedel i Finnerödja Aktiebolag,https://www.allabolag.se/foretag/carlssons-livsmedel-i-finner%C3%B6dja-aktiebolag/finner%C3%B6dja/-/5561450916,[],556145-0916,16993,Carlssons Livsmedel i Finnerödja Aktiebolag,1971-03-24,Aktiebolag,8,Jesper Ingvar Karlsson,"Skagersholmsvägen 49, 695 50 Finnerödja","Skagersholmsvägen 49, 695 50 Finnerödja",Finnerödja,100,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Bolaget har till föremål för sin verksamhet att som medlem i ICAförbundet bedriva detaljhandelsrörelse med dagligvaror och därmed förenlig verksamhet.,,
Frendins Snickeri Aktiebolag,https://www.allabolag.se/foretag/frendins-snickeri-aktiebolag/%C3%B6rebro/-/5564824554,[],556482-4554,16977,Frendins Snickeri Aktiebolag,1994-02-02,Aktiebolag,15,,"Täby, 705 94 Örebro","Ella Industrier AB Box 575, 721 10 Västerås",Västerås,100,['31090 Tillverkning av andra möbler'],Bolaget skall idka tillverkning och försäljning av möbler och butiksinredningar samt därmed förenlig verksamhet.,019-277 30 90,
P & D Bilreparationer AB,https://www.allabolag.se/foretag/p-d-bilreparationer-ab/%C3%B6rebro/-/5569041352,[],556904-1352,16952,P & D Bilreparationer AB,2012-09-18,Aktiebolag,8,,"Karosserigatan 1, 703 84 Örebro","Karosserigatan 1, 703 84 Örebro",Örebro,50,"['45201 Allmän service och reparation av motorfordon utom motorcyklar', '45110 Handel med personbilar och lätta motorfordon']","Bolaget skall bedriva bilverkstad, viss försäljning av fordon och därmed förenlig verksamhet.",,
M. Höglunds Skog & Ved AB,https://www.allabolag.se/foretag/m.-h%C3%B6glunds-skog-ved-ab/h%C3%A4llefors/-/5567265854,[],556726-5854,16943,M. Höglunds Skog & Ved AB,2007-03-19,Aktiebolag,7,,"Örlingen 72, 712 93 Hällefors","Örlingen 72, 712 93 Hällefors",Hällefors,100,"['02102 Skogsskötsel', '02200 Drivning']","Föremålet för bolagets verksamhet är att bedriva skogs- entreprenader, försäljning av skogsprodukter, uthyrning av personal samt därmed förenlig verksamhet.",,
METODICUM AB,https://www.allabolag.se/foretag/metodicum-ab/degerfors/-/5565369450,[],556536-9450,16917,METODICUM AB,1997-01-14,Aktiebolag,8,Ida Margareta Svaneby,"Gärdesvägen 10, 693 32 Degerfors","Gärdesvägen 10, 693 32 Degerfors",Degerfors,200,"['70220 Konsultverksamhet avseende företags organisation', '58140 Utgivning av tidskrifter']","Bolaget skall bedriva utveckling, utbildning, försäljning och service inom arbetsmiljöområdet samt idka därmed förenlig verksamhet.",0586-421 00,
Bok & Kontorshandel i Närke Aktiebolag,https://www.allabolag.se/foretag/bok-kontorshandel-i-n%C3%A4rke-aktiebolag/%C3%B6rebro/-/5563340859,[],556334-0859,16898,Bok & Kontorshandel i Närke Aktiebolag,1988-10-21,Aktiebolag,9,Anders Christer Tallberg,"Varuvägen 10 Marieberg Galleria, 702 36 Örebro","AKADEMIBOKHANDELN Säljarevägen 1 Fack 134, 702 36 Örebro",Örebro,200,"['47610 Specialiserad butikshandel med böcker', '47622 Specialiserad butikshandel med kontorsförbrukningsvaror']",Bolaget skall utföra försäljning av bok- och pappersvaror och därmed förenlig verksamhet.,019-22 34 10,
LAVI gruppen AB,https://www.allabolag.se/foretag/lavi-gruppen-ab/%C3%B6rebro/-/5590067772,[],559006-7772,16893,LAVI gruppen AB,2015-03-09,Aktiebolag,7,Johan Martin Hedström,"Skäpplandsgatan 1 c, 703 46 Örebro","Skäpplandsgatan 1 c, 703 46 Örebro",Örebro,55,['85594 Personalutbildning'],"Bolaget skall bedriva och förmedla utbildningar inom följande områden: teknik, el, fordon och industri. Detta som bransch-standarder och anpassade företagsutbildningar. Verksamheten skall även utveckla och sälja webbaserade kartläggningstester och leverera kompetensstyrningssystem. Detta mot ovanstående områden.",,
Magnusson & Pettersson Borrtjänst Aktiebolag,https://www.allabolag.se/foretag/magnusson-pettersson-borrtj%C3%A4nst-aktiebolag/lindesberg/-/5561771980,[],556177-1980,16887,Magnusson & Pettersson Borrtjänst Aktiebolag,1973-01-01,Aktiebolag,9,Lars Daniel Magnusson,"Stadsskogsvägen 3, 711 34 Lindesberg","Stadsskogsvägen 3, 711 34 Lindesberg",Lindesberg,100,"['42210 Allmännyttiga anläggningsarbeten för värme, vatten och avlopp']",Bolaget skall bedriva brunnsborrning och energiborrning samt försäljning och installation av värmepumpar samt härmed jämförlig verksamhet samt handel med värdepapper.,0581-135 25,
ECDESIGN Sweden AB,https://www.allabolag.se/foretag/ecdesign-sweden-ab/%C3%B6rebro/-/5566491600,[],556649-1600,16847,ECDESIGN Sweden AB,2003-10-07,Aktiebolag,7,Lars Richard Grönberg,"Fridhemsgatan 2, 702 32 Örebro","Fridhemsgatan 2 4tr, 702 32 Örebro",Örebro,332,['46692 Partihandel med datoriserad materialhanteringsutrustning'],Föremålet för bolagets verksamhet skall vara att bedriva utveckling och försäljning av 2D och 3D planeringsprogram och därmed förenlig verksamhet.,,
Bära & Skapa AB,https://www.allabolag.se/foretag/b%C3%A4ra-skapa-ab/%C3%B6rebro/-/5568216831,[],556821-6831,16839,Bära & Skapa AB,2010-10-19,Aktiebolag,35,Martin Erik Säretun,"Osmundgatan 2, 703 83 Örebro","Osmundgatan 2, 703 83 Örebro",Örebro,100,['73112 Direktreklamverksamhet'],"Bolaget skall bedriva utformning, tryck och distribution av reklam samt därmed förenlig verksamhet.",,
Kimmo och Robel Titanskrot AB,https://www.allabolag.se/foretag/kimmo-och-robel-titanskrot-ab/karlskoga/-/5569177016,[],556917-7016,16837,Kimmo och Robel Titanskrot AB,2013-01-03,Aktiebolag,4,,,"c/o Finntorp 606, 715 95 Kilsmo Linnebäck 400, 691 93 Karlskoga","Kilsmo Linnebäck 400, 691 93 Karlskoga",50,"['41200 Byggande av bostadshus och andra byggnader', '43120 Mark- och grundarbeten']",Bolaget skall bedriva tillverkning av hus och byggnader samt därmed förenlig verksamhet.,,
Autocenter i Örebro AB,https://www.allabolag.se/foretag/autocenter-i-%C3%B6rebro-ab/%C3%B6rebro/-/5566958541,[],556695-8541,16826,Autocenter i Örebro AB,2006-01-09,Aktiebolag,1,,"Bettorpsgatan 12 c, 703 84 Örebro","Bettorpsgatan 12 c, 703 84 Örebro",Örebro,100,['45110 Handel med personbilar och lätta motorfordon'],"Bolaget skall bedriva import och export samt handel med nya och begagnade fordon, äga och förvalta fast egendom, aktier, andelar och andra värdepapper ävensom idka därmed förenlig verksamhet.",019-10 35 10,
4 you personlig assistans i Värmland AB,https://www.allabolag.se/foretag/4-you-personlig-assistans-i-v%C3%A4rmland-ab/karlskoga/-/5568094675,[],556809-4675,16826,4 you personlig assistans i Värmland AB,2010-05-26,Aktiebolag,29,Linda Marie Brunzell,"Tegvägen 36, 691 48 Karlskoga","Tegvägen 36, 691 48 Karlskoga",Karlskoga,50,['88102 Öppna sociala insatser för personer med funktionshinder'],Aktiebolagets verksamhet ska vara att bedriva samordning av personlig assistans jämte därmed förenlig verksamhet.,073-554 45 05,
RastPunkt Laxå Foodstop & Hotel AB,https://www.allabolag.se/foretag/rastpunkt-lax%C3%A5-foodstop-hotel-ab/lax%C3%A5/-/5565149886,[],556514-9886,16815,RastPunkt Laxå Foodstop & Hotel AB,1995-07-12,Aktiebolag,9,Bo Kristoffer Karlsson,"Revirvägen 17, 695 30 Laxå","Revirvägen 15, 695 30 Laxå",Laxå,120,"['56100 Restaurangverksamhet', '55101 Hotellverksamhet med restaurangrörelse']","Föremålet för bolagets verksamhet är restaurang-, hotell-, butiks-, caterings-, konferens-, café-, lunchservering, cofffeshop och winebar samt därmed förenlig verksamhet.",,
Texo Byggprojekt AB,https://www.allabolag.se/foretag/texo-byggprojekt-ab/%C3%B6rebro/-/5592051071,[],559205-1071,16777,Texo Byggprojekt AB,2019-05-08,Aktiebolag,6,,"Maskingatan 11, 702 86 Örebro","Maskingatan 11, 702 86 Örebro",Örebro,50,['41200 Byggande av bostadshus och andra byggnader'],Byggföretag. Byggande av bostadshus och andra byggnader. Ombyggnad och renovering av befintliga byggnader.,,
Yara Grossist AB,https://www.allabolag.se/foretag/yara-grossist-ab/%C3%B6rebro/-/5594143991,[],559414-3991,16752,Yara Grossist AB,2022-12-21,Aktiebolag,1-4,,"Stångjärnsgatan 2, 703 83 Örebro","Stångjärnsgatan 2, 703 83 Örebro",Örebro,25,"['46390 Icke specialiserad partihandel med livsmedel, drycker och tobak']",Bolaget har till föremål för sin verksamhet att driva partihandel inom livsmedel.,,
Drifti Sweden AB,https://www.allabolag.se/foretag/drifti-sweden-ab/%C3%B6rebro/-/5567287023,[],556728-7023,16750,Drifti Sweden AB,2007-04-21,Aktiebolag,7,,"Hammarby 427, 705 92 Örebro","c/o Drifti Sweden AB Falla 214, 705 92 Örebro",Örebro,100,"['46630 Partihandel med gruv-, bygg- och anläggningsmaskiner']","Bolagets verksamhet ska vara entreprenadverksamhet med entreprenadmaskiner och bedriva försäljning och uthyrning av lantbruksmaskiner och övriga entreprenadmaskiner, såsom grävmaskiner och truckar, jämte därmed förenlig verksamhet.",,
Bio-Hospital Aktiebolag,https://www.allabolag.se/foretag/bio-hospital-aktiebolag/kopparberg/-/5564825544,[],556482-5544,16743,Bio-Hospital Aktiebolag,1994-02-07,Aktiebolag,8,Hanna Riikka Eveliina Bäcklund,"Verkstadsvägen 63, 714 30 Kopparberg","Verkstadsvägen 63, 714 30 Kopparberg",Kopparberg,200,['32501 Tillverkning av medicinska och dentala instrument och tillbehör'],Bolaget skall bedriva tillverkning av sterila och osterila engångsprodukter för sjuk- och hälsovårdsändamål samt därmed förenlig verksamhet.,,
Advokatbolaget sjutton34 AB,https://www.allabolag.se/foretag/advokatbolaget-sjutton34-ab/%C3%B6rebro/-/5592245111,[],559224-5111,16741,Advokatbolaget sjutton34 AB,2019-10-30,Aktiebolag,9,Ester Catharina Andersson Zandvoort,"Stortorget 8, 702 11 Örebro","Stortorget 8, 702 11 Örebro",Örebro,67,['69101 Advokatbyråverksamhet'],Föremålet för bolagets verksamhet är att uteslutande bedriva advokatverksamhet.,,
C&Å Väster Park Projekt AB,https://www.allabolag.se/foretag/c%C3%A5-v%C3%A4ster-park-projekt-ab/%C3%B6rebro/-/5591781710,[],559178-1710,16723,C&Å Väster Park Projekt AB,2018-11-05,Aktiebolag,0,,"Nygatan 16 a, 702 11 Örebro","c/o Aktiebolaget Carlsson & Åqvist Nygatan 16 a, 702 11 Örebro",Örebro,50,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']",Bolagets verksamhet består av att äga och förvalta fast egendom samt bedriva därmed förenlig verksamhet.,,
Säby Entreprenad & Släp Aktiebolag,https://www.allabolag.se/foretag/s%C3%A4by-entreprenad-sl%C3%A4p-aktiebolag/vintrosa/-/5564136421,[],556413-6421,16696,Säby Entreprenad & Släp Aktiebolag,1990-12-04,Aktiebolag,5,,"Säby 513, 719 91 Vintrosa","Säby 513, 719 91 Vintrosa",Vintrosa,100,"['45192 Handel med husvagnar, husbilar, släpfordon och påhängsvagnar', '77390 Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar', '81290 Annan rengöring']","Bolaget skall bedriva handel med bilsläpkärror, husvagnar, husbilar, lastbilar, personbilar, traktorer, lastmaskiner, grävmaskiner. Uthyrning av ovanstående transportmedel och maskiner, åkeriverksamhet och därmed förenlig verksamhet.",070-529 45 00,
Lindgren Motor & Service AB,https://www.allabolag.se/foretag/lindgren-motor-service-ab/karlskoga/-/5569503138,[],556950-3138,16687,Lindgren Motor & Service AB,2013-11-25,Aktiebolag,9,,"Skogsbovägen, 691 47 Karlskoga","Skogsbovägen, 691 47 Karlskoga",Karlskoga,50,['45201 Allmän service och reparation av motorfordon utom motorcyklar'],"Aktiebolaget ska reparera fordon, bedriva försäljning av reservdelar, tillbehör och därmed förenlig verksamhet.",,
Automa Styrteknik AB,https://www.allabolag.se/foretag/automa-styrteknik-ab/karlskoga/-/5592815053,[],559281-5053,16673,Automa Styrteknik AB,2020-11-06,Aktiebolag,5,,"Solåkersvägen 1, 691 45 Karlskoga","FREDRIK FORSLUND Solåkersvägen 1, 691 45 Karlskoga",Karlskoga,25,['71122 Teknisk konsultverksamhet inom industriteknik'],"Teknisk konsult inom industriell automation. Tillhandahåller tjänster såsom programmering, konstruktion, projektledning, industribesparingar och därmed förenlig verksamhet.",,
Larssons Eltjänst i Örebro Aktiebolag,https://www.allabolag.se/foretag/larssons-eltj%C3%A4nst-i-%C3%B6rebro-aktiebolag/%C3%B6rebro/-/5560635210,[],556063-5210,16653,Larssons Eltjänst i Örebro Aktiebolag,1956-08-28,Aktiebolag,7,Emil Björn Larsson,"Bettorpsgatan 24 c, 703 84 Örebro","Bettorpsgatan 24 c, 703 84 Örebro",Örebro,100,"['46431 Partihandel med elektriska hushållsmaskiner och -apparater', '95220 Reparation av hushållsapparater samt av utrustning för hem och trädgård']","Bolaget skall bedriva service och försäljning av hushållsmaskiner, värmepumpar, kylanläggningar samt elartiklar, utföra elinstallationer, idka fastighetsförvaltning samt idka därmed förenlig verksamhet.",019-611 60 00,
Sve Borr i Karlskoga AB,https://www.allabolag.se/foretag/sve-borr-i-karlskoga-ab/karlskoga/-/5566381769,[],556638-1769,16611,Sve Borr i Karlskoga AB,2003-01-02,Aktiebolag,8,Leif Tomas Anders Söderqvist,"Magasinsvägen 8, 691 42 Karlskoga","Magasinsvägen 8, 691 42 Karlskoga",Karlskoga,100,"['42210 Allmännyttiga anläggningsarbeten för värme, vatten och avlopp']","Bolaget skall bedriva brunns-, energi- och grundförstärknings- borrning samt därmed förenlig verksamhet.",0586-151 61,
Åqvist Salespartner AB,https://www.allabolag.se/foretag/%C3%A5qvist-salespartner-ab/%C3%B6rebro/-/5569163198,[],556916-3198,16608,Åqvist Salespartner AB,2012-12-19,Aktiebolag,2,,"Hjälmarsberg 311, 705 10 Örebro","Hjälmarsberg 311, 705 10 Örebro",Örebro,50,['47999 Övrig detaljhandel ej i butik'],"Bolaget ska bedriva konsultverksamhet, konsultuppdrag, försäljning och förmedling av varor och tjänster, företrädesvis inom dagligvaruhandeln, samt därmed förenlig verksamhet.",070-663 19 01,
