name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,ceo,address,postal_address,city,share_capital,sni_codes,business_purpose,phone,website
Örebroporten Fastigheter AB,https://www.allabolag.se/foretag/%C3%B6rebroporten-fastigheter-ab/%C3%B6rebro/-/5561678276,[],556167-8276,531050,Örebroporten Fastigheter AB,1972-01-01,Aktiebolag,49,Eva Jeanette Berggren,"Orvar Bergmarks Plats 2 b, 702 23 Örebro","Box 33520, 701 35 Örebro",Örebro,10 800,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler', '68202 Uthyrning och förvaltning av egna eller arrenderade industrilokaler']","Bolaget har till föremål för sin verksamhet att förvärva, äga, förvalta och överlåta fastigheter, lokaler samt aktier och andelar i bolag för nedan angivna ändamål inom Örebro kommun. Bolaget har vidare till föremål för sin verksamhet att bedriva produktion av el samt därmed sammanhängande verksamhet. Bolaget är skyldigt att utföra de uppdrag som bolaget tilldelas av Örebro kommun inom ramen för Örebro kommuns kompetens. Bolaget är skyldigt att följa den bolagspolicy som antagits av kommun- fullmäktige i Örebro under år 2017 med eventuella efterföljande revideringar. Bolaget har till ändamål att - inom ramen för en allmänt inriktad och kompetensenlig kommunal näringspolitik - komplettera marknadens utbud av lokaler för näringsverksamhet genom att förvärva, äga, förvalta, utveckla, överlåta eller upplåta fastigheter samt att genom information och marknadsföring lämna näringslivet en god service i frågor om mark- och lokalutnyttjande i kommunen. Vidare ska bolaget på uppdrag av kommunen förvärva, äga, förvalta, utveckla och upplåta fastigheter för kommunens egen verksamhet. Bolaget ska följa de kommunalrättsliga principerna i 2 kap. kommunallagen. Självkostnadsprincipen är inte tillämplig i bolagets verksamhet som gäller förvaltning av kommunal egendom, såsom upplåtelse och överlåtelse av fast och lös egendom. Den del av bolagets verksamhet som lyder under ellagen ska bedrivas på affärsmässig grund och är undantagen från lokaliseringsprincipen (7 kap. 1 § ellagen).",019-676 22 30,
Schur Pack Sweden AB,https://www.allabolag.se/foretag/schur-pack-sweden-ab/kumla/-/5562426816,[],556242-6816,506588,Schur Pack Sweden AB,1987-03-17,Aktiebolag,106,Johan Andréas Davidsson,"Västra Bangatan 50, 692 35 Kumla","Box 104, 692 22 Kumla",Kumla,7 000,['17219 Övrig tillverkning av pappers- och pappförpackningar'],Bolaget skall bedriva tillverkning och handel med förpackningar och förpackningsmaskiner samt fastighetsförvaltning och uthyrning av lokaler ävensom idka därmed förenlig verksamhet.,019-58 72 00,
NA Bygg Aktiebolag,https://www.allabolag.se/foretag/na-bygg-aktiebolag/hallsberg/-/5566925557,[],556692-5557,494307,NA Bygg Aktiebolag,2005-12-02,Aktiebolag,49,Gustav Oskar Falkenström,"Kajsabacksvägen 7, 694 34 Hallsberg","Kajsabacksvägen 7, 694 34 Hallsberg",Hallsberg,500,"['41200 Byggande av bostadshus och andra byggnader', '68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget skall bedriva bygg- och entreprenadverksamhet, äga och förvalta fast egendom, idka annan förmögenhetsförvaltning samt bedriva därmed förenlig verksamhet.",0582-812 00,
Castellum City Förvaltning AB,https://www.allabolag.se/foretag/castellum-city-f%C3%B6rvaltning-ab/%C3%B6rebro/-/5565733952,[],556573-3952,472228,Castellum City Förvaltning AB,1999-07-13,Aktiebolag,13,,"Fabriksgatan 47, 702 23 Örebro","c/o Castellum Mitt AB Box 1824, 701 18 Örebro",Örebro,100,"['68203 Uthyrning och förvaltning av egna eller arrenderade, andra lokaler']","Bolaget skall ha till föremål för sin verksamhet att - direkt eller indirekt genom hel- eller delägda bolag - förvärva, förvalta, utveckla och försälja fast egendom samt att bedriva annan därmed förenlig verksamhet.",019-27 65 00,
Baettr Guldsmedshyttan AB,https://www.allabolag.se/foretag/baettr-guldsmedshyttan-ab/guldsmedshyttan/-/5560400854,[],556040-0854,468823,Baettr Guldsmedshyttan AB,1941-04-04,Aktiebolag,127,Torbjörn Bertil Lantz,"Elzwiks Väg 1, 711 78 Guldsmedshyttan","Elzwiks Väg 1, 711 78 Guldsmedshyttan",Guldsmedshyttan,11 000,"['24510 Gjutning av järn', '38320 Återvinning av källsorterat material']",Föremålet för bolagets verksamhet är tillverkning och försäljning av gjutgods- och verkstadsprodukter jämte annan därmed förenlig verksamhet.,0581-451 00,
OBK Sverige AB,https://www.allabolag.se/foretag/obk-sverige-ab/%C3%B6rebro/-/5568635303,[],556863-5303,464782,OBK Sverige AB,2011-09-06,Aktiebolag,58,Bengt Johan Ålund,"Virkesvägen 8, 703 83 Örebro","Virkesvägen 8, 703 83 Örebro",Örebro,1 000,"['41200 Byggande av bostadshus och andra byggnader', '71121 Teknisk konsultverksamhet inom bygg- och anläggningsteknik']","Föremålet för bolagets verksamhet är att bedriva bygg- och byggkonsultverksamhet, förvalta fast och lös egendom samt därmed förenlig verksamhet.",019-30 86 10,
Hasselfors Garden AB,https://www.allabolag.se/foretag/hasselfors-garden-ab/%C3%B6rebro/-/5566651823,[],556665-1823,430222,Hasselfors Garden AB,2004-08-20,Aktiebolag,90,,"Fredsgatan 23, 703 62 Örebro","Box 1813, 701 18 Örebro",Örebro,9 800,"['20150 Tillverkning av gödselmedel och kväveprodukter', '08920 Torvutvinning', '70100 Verksamheter som utövas av huvudkontor']","Bolaget skall bedriva utvinning och förädling av torv, äga och förvalta fast och lös egendom samt därmed förenlig verksamhet.",019-761 42 00,
Hörmann Svenska AB,https://www.allabolag.se/foretag/h%C3%B6rmann-svenska-ab/%C3%B6rebro/-/5565470241,[],556547-0241,429170,Hörmann Svenska AB,1997-10-08,Aktiebolag,140,Ib Richard Thomsen,"Skjutbanevägen 10, 703 84 Örebro","Box 1206, 701 12 Örebro",Örebro,500,"['46731 Partihandel med virke och andra byggmaterial', '43320 Byggnadssnickeriarbeten']","Bolaget skall marknadsföra, sälja och distribuera moderbolaget Hörmann KG VKG:s produkter, vilket innefattar industri- och garageportar på den svenska marknaden samt därmed förenlig verk- samhet.",010-190 02 00,
FMF Assistans AB,https://www.allabolag.se/foretag/fmf-assistans-ab/%C3%B6rebro/-/5568007206,[],556800-7206,426069,FMF Assistans AB,2010-02-11,Aktiebolag,1119,Benyamin Isasson,"Adolfsbergsvägen 4, 702 27 Örebro","Adolfsbergsvägen 4, 702 27 Örebro",Örebro,100,['88102 Öppna sociala insatser för personer med funktionshinder'],Bolaget skall bedriva fastighetsförvaltning och tillhandahålla personlig assistans till assistansberättigade efter beslut enligt LSS'/LASS samt därmed förenlig verksamhet.,019-609 04 20,
Malmbergs Elektriska Aktiebolag (publ),https://www.allabolag.se/foretag/malmbergs-elektriska-aktiebolag-publ/kumla/-/5565562781,[],556556-2781,423358,Malmbergs Elektriska Aktiebolag (publ),1998-05-25,Publikt aktiebolag,111,Lars Stefan Andersson,"Västra Bangatan 54, 692 35 Kumla","Box 144, 692 23 Kumla",Kumla,20 000,"['46434 Partihandel med elartiklar', '46470 Partihandel med möbler, mattor och belysningsartiklar']","Bolaget har till ändamål för sin verksamhet att direkt eller indirekt genom dotterbolag bedriva handel med elektriska produkter genom import och export, samt annan därmed förenlig verksamhet.",019-58 77 00,
CAB Group AB,https://www.allabolag.se/foretag/cab-group-ab/%C3%B6rebro/-/5561312223,[],556131-2223,422827,CAB Group AB,1969-12-02,Aktiebolag,209,Robin Peter Brar Afzelius,"Nygatan 31, 702 11 Örebro","Nygatan 31, 702 11 Örebro",Örebro,550,"['62010 Dataprogrammering', '62020 Datakonsultverksamhet']","Bolagets verksamhet omfattar systemutveckling, drift, tjänster samt annan härmed förenlig verksamhet inom IT och process- utveckling. Bolaget skall i sin verksamhet agera enligt affärs- mässiga principer och på marknadens villkor, samt beakta tillämp= liga lagar, föreskrifter och andra krav som rör verksamheten i de länder där bolaget agerar, inklusive tillämpliga konkurrens- regler. Verksamheten ska bedrivas utan ovidkommande hänsyn till ägarnas försäkringsrörelser.",019-15 86 00,
