org_number,legal_name,sni_code,sni_description
556965-9534,Roos i Backa AB,35110,Generering av elektricitet
556982-0763,Jakkal Holding AB,71122,Teknisk konsultverksamhet inom industriteknik
559111-7667,85 Entertainment AB,59110,"Produktion av film, video och TV-program"
559207-6144,Örebro Byggpartner AB,41200,Byggande av bostadshus och andra byggnader
556779-0406,TS Hemservice AB,81210,Lokalvård
559138-4184,Örebro Städservice AB,81210,Lokalvård
559118-4188,Rya vvs AB,42130,Anläggning av broar och tunnlar
556446-7941,Örebro bil & fastigheter Aktiebolag,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556446-7941,Örebro bil & fastigheter Aktiebolag,45110,Handel med personbilar och lätta motorfordon
556446-7941,Örebro bil & fastigheter Aktiebolag,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559467-3708,ST Biljetter AB,47911,Postorderhandel och detaljhandel på Internet med brett sortiment
559192-7750,Rörmokarna Örebro AB,43221,Värme- och sanitetsarbeten
559130-6146,Lindesbergs Fastigheter Företagslokaler AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559130-6146,Lindesbergs Fastigheter Företagslokaler AB,52219,Övriga stödtjänster till landtransport
559130-6146,Lindesbergs Fastigheter Företagslokaler AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556636-4138,Poric Hår- och Hudvård i Marieberg AB,47750,Specialiserad butikshandel med kosmetika och hygienartiklar
559034-9071,Svenska Barndomshem AB,87901,Heldygnsvård med boende för barn och ungdomar med sociala problem
556664-9561,Hammarns Vägkrog AB,56100,Restaurangverksamhet
559342-9060,Stures Restaurang i Lindesberg AB,56100,Restaurangverksamhet
559342-9060,Stures Restaurang i Lindesberg AB,47111,"Varuhus- och stormarknadshandel, mest livsmedel, drycker och tobak"
556611-0457,Broriddar'n AB,69201,Redovisning och bokföring
556611-0457,Broriddar'n AB,64992,"Handel med och förvaltning av värdepapper, för egen räkning"
556611-0457,Broriddar'n AB,82300,Arrangemang av kongresser och mässor
559173-7456,Kornell i Örebro AB,56100,Restaurangverksamhet
556774-3009,Lahdos i Örebro AB,56100,Restaurangverksamhet
556993-0851,Vittvångs Gård AB,01500,Blandat jordbruk
559389-7910,Vretstorps Industriservice AB,25620,Metallegoarbeten
559389-7910,Vretstorps Industriservice AB,28410,Tillverkning av verktygsmaskiner för metallbearbetning
556322-6066,N A Stenteknik Aktiebolag,43310,"Puts-, fasad- och stuckatörsarbeten"
556705-5669,Thomas Bengtsson Entreprenad AB,02200,Drivning
556705-5669,Thomas Bengtsson Entreprenad AB,43120,Mark- och grundarbeten
556705-5669,Thomas Bengtsson Entreprenad AB,43221,Värme- och sanitetsarbeten
556693-5101,Mälardalens infraprojekt AB,43120,Mark- och grundarbeten
559194-6099,Digitalpartner Europe AB,73120,Mediebyråverksamhet och annonsförsäljning
559194-6099,Digitalpartner Europe AB,62010,Dataprogrammering
559315-2712,Järbe Bygg & Entreprenad AB,41200,Byggande av bostadshus och andra byggnader
559315-2712,Järbe Bygg & Entreprenad AB,81300,Skötsel och underhåll av grönytor
559404-1989,Företagshälsa Direkt i Mellansverige AB,86909,"Annan öppen hälso- och sjukvård, utan läkare"
559404-1989,Företagshälsa Direkt i Mellansverige AB,85594,Personalutbildning
559419-2717,Herok Rental Småland AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
559313-6160,Optimala valet AB,62020,Datakonsultverksamhet
559313-6160,Optimala valet AB,82110,Kombinerade kontorstjänster
556760-3351,Jan-Erik Swärd & Söner Byggfirma AB,41200,Byggande av bostadshus och andra byggnader
556512-9516,Soft Core AB,90010,Artistisk verksamhet
556831-1921,Camillas Transport AB,49410,"Vägtransport, godstrafik"
556295-4411,Israelssons Möbler Aktiebolag,47591,Specialiserad butikshandel med möbler för hemmet
556491-2938,Idé & Hobby i Örebro Aktiebolag,47789,Övrig specialiserad butikshandel
559273-8164,Mattias Eriksson Richardsson Rör & Svets AB,43221,Värme- och sanitetsarbeten
559273-8164,Mattias Eriksson Richardsson Rör & Svets AB,43229,Övriga VVS-arbeten
556172-5598,H L K Elgruppen Aktiebolag,43210,Elinstallationer
559069-5838,AK & DK Fastigheter Asp AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556335-1781,Taims Donuts AB,47810,"Torg- och marknadshandel med livsmedel, drycker och tobak"
556627-0103,Premo AB,25999,Diverse övrig metallvarutillverkning
559401-0869,M Squared Mätkonsult AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
556967-9904,Ivarssons Entreprenad i Kumla AB,43120,Mark- och grundarbeten
556967-9904,Ivarssons Entreprenad i Kumla AB,46731,Partihandel med virke och andra byggmaterial
556967-9904,Ivarssons Entreprenad i Kumla AB,49410,"Vägtransport, godstrafik"
559258-2281,Solence Music AB,90010,Artistisk verksamhet
556735-7446,Pro Identifiering Svenska AB,71129,Övrig teknisk konsultverksamhet
559396-1609,David Zetterlund Transport AB,49410,"Vägtransport, godstrafik"
556464-6015,Weiderman Property AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556972-8230,SPLITGRID AB,58290,Utgivning av annan programvara
559344-6015,Ricknes Redovisning AB,69201,Redovisning och bokföring
556896-3713,Kloka val AB,81210,Lokalvård
556896-3713,Kloka val AB,46650,Partihandel med kontorsmöbler
556896-3713,Kloka val AB,78200,Personaluthyrning
556803-0968,MBM Natur & Blandkultur i Ervalla AB,74900,"Övrig verksamhet inom juridik, ekonomi, vetenskap och teknik"
559139-7327,Redesign Worklife Sweden AB,62020,Datakonsultverksamhet
559450-3582,Säby Snö & Gräs SSG AB,43120,Mark- och grundarbeten
559313-2987,GT Car4You AB,45110,Handel med personbilar och lätta motorfordon
559182-5327,Karlskoga Alltjänst AB,43320,Byggnadssnickeriarbeten
559182-5327,Karlskoga Alltjänst AB,81290,Annan rengöring
559182-5327,Karlskoga Alltjänst AB,81300,Skötsel och underhåll av grönytor
559182-5327,Karlskoga Alltjänst AB,43991,Uthyrning av bygg- och anläggningsmaskiner med förare
559182-5327,Karlskoga Alltjänst AB,81100,Fastighetsrelaterade stödtjänster
559236-3815,Nillas Restaurang i Frövi AB,56100,Restaurangverksamhet
559227-2149,Per Haglunds entreprenad AB,41200,Byggande av bostadshus och andra byggnader
559227-2149,Per Haglunds entreprenad AB,85530,Trafikskoleverksamhet
559076-0178,Jeppetorps Entreprenad AB,43320,Byggnadssnickeriarbeten
559076-0178,Jeppetorps Entreprenad AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
556874-3974,SCLL Transport AB,45110,Handel med personbilar och lätta motorfordon
556874-3974,SCLL Transport AB,49320,Taxitrafik
556874-3974,SCLL Transport AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556961-7102,Cykel & Motor i Karlskoga AB,47641,Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar
556961-7102,Cykel & Motor i Karlskoga AB,47642,Specialiserad butikshandel med cyklar
556961-7102,Cykel & Motor i Karlskoga AB,47522,Specialiserad butikshandel med järn- och VVS-varor
556961-7102,Cykel & Motor i Karlskoga AB,47643,Specialiserad butikshandel med båtar
556961-7102,Cykel & Motor i Karlskoga AB,95220,Reparation av hushållsapparater samt av utrustning för hem och trädgård
556489-1405,Chatila Focusinvest AB,64993,Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare
559304-2053,Selected Group Sverige AB,64301,Investeringsfonder
559227-7916,Örebro Limousineservice AB,49320,Taxitrafik
556675-6705,Degerfors Golf AB (publ),93112,Drift av golfbanor
556746-8169,Hemmalagret AB,52290,Övriga stödtjänster till transport
559135-8865,Tenfei AB,56100,Restaurangverksamhet
556979-1469,Whye reklambyrå AB,18122,Tryckning av böcker och övriga trycksaker
559334-3683,SunCity Fastighetsutveckling AB,41200,Byggande av bostadshus och andra byggnader
556758-4262,Kumla i Närke Bygg AB,41200,Byggande av bostadshus och andra byggnader
559134-3966,Göthbergs Schakt AB,43120,Mark- och grundarbeten
556816-5723,Smyckestudion i Degerfors AB,32120,"Tillverkning av smycken, guld- och silversmedsvaror"
556816-5723,Smyckestudion i Degerfors AB,46180,Provisionshandel med annat specialsortiment
559337-4332,Binex Bygg AB,41200,Byggande av bostadshus och andra byggnader
559292-4491,Spår & Maskinentreprenad Sverige AB,42120,Anläggning av järnvägar och tunnelbanor
559292-4491,Spår & Maskinentreprenad Sverige AB,43120,Mark- och grundarbeten
556984-4573,Controllern Real Estate Örebro AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559256-4602,Skarsgard Films AB,90010,Artistisk verksamhet
556927-7881,Co&Gi Partners AB,85600,Stödverksamhet för utbildningsväsendet
559260-8581,Sörbyhus AB,41200,Byggande av bostadshus och andra byggnader
559023-6906,Ecotak i Karlskoga AB,43912,Takarbeten av andra material än plåt
559395-6799,Viktorsson Mark & Entreprenad AB,43120,Mark- och grundarbeten
559395-6799,Viktorsson Mark & Entreprenad AB,43130,Markundersökning
559214-4702,Örebro Stadsauktioner AB,47793,Auktioner i butik
559122-4992,Kopparberg Bandteknik AB,46141,"Provisionshandel med maskiner, industriell utrustning, fartyg och luftfartyg utom kontorsutrustning och datorer"
559122-4992,Kopparberg Bandteknik AB,25620,Metallegoarbeten
559293-5521,Fagrells Entreprenad AB,02102,Skogsskötsel
559293-5521,Fagrells Entreprenad AB,02200,Drivning
559293-5521,Fagrells Entreprenad AB,42110,Anläggning av vägar och motorvägar
559216-2969,BNE Entreprenad AB,43991,Uthyrning av bygg- och anläggningsmaskiner med förare
559216-2969,BNE Entreprenad AB,43120,Mark- och grundarbeten
559216-2969,BNE Entreprenad AB,43110,Rivning av hus och byggnader
559201-5266,Triova AB,32990,Diverse övrig tillverkning
559107-5220,Svensk Byggnadsprovning AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
559412-8794,solmates energy groupe aktiebolag,43210,Elinstallationer
556591-0865,Packmestarna i Närke AB,82920,Förpackningsverksamhet
556636-4393,Kumla Bygg-Service Aktiebolag,43320,Byggnadssnickeriarbeten
559098-8787,Musten Fastigheter AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556962-1385,Gölfallets Åkeri AB,49410,"Vägtransport, godstrafik"
559186-1330,Berglunds Elteknik i Åbytorp AB,43210,Elinstallationer
559129-3633,AC Kiosken i Kumla AB,56100,Restaurangverksamhet
559071-5297,WEDEAQ Scandinavia AB,85600,Stödverksamhet för utbildningsväsendet
556258-2592,Oppboga Stålshop AB,46720,Partihandel med metaller och metallmalmer
556258-2592,Oppboga Stålshop AB,71122,Teknisk konsultverksamhet inom industriteknik
556143-2757,Lindqvist & Son Glasmästeri i Lindesberg Aktiebolag,43342,Glasmästeriarbeten
559397-9502,ADG Bygg AB,43320,Byggnadssnickeriarbeten
559397-9502,ADG Bygg AB,41200,Byggande av bostadshus och andra byggnader
559416-3718,Råsta Grävtjänst AB,43120,Mark- och grundarbeten
559416-3718,Råsta Grävtjänst AB,42210,"Allmännyttiga anläggningsarbeten för värme, vatten och avlopp"
559416-3718,Råsta Grävtjänst AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
559286-2709,Opiboy Logistik AB,49410,"Vägtransport, godstrafik"
556114-5458,GoG Fastighet & Maskin AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556114-5458,GoG Fastighet & Maskin AB,42990,Övriga anläggningsarbeten
556114-5458,GoG Fastighet & Maskin AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
556605-1271,Hagaby förvaltning AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556605-1271,Hagaby förvaltning AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556097-6689,NÄRKETRYCK Aktiebolag,18130,Grafiska tjänster före tryckning (prepress/premedia)
556097-6689,NÄRKETRYCK Aktiebolag,18122,Tryckning av böcker och övriga trycksaker
559015-1675,Granander Entreprenad AB,42220,Anläggningsarbeten för el och telekommunikation
559015-1675,Granander Entreprenad AB,43320,Byggnadssnickeriarbeten
556795-2501,LW Sjukgymnastik AB,86905,Fysioterapeutisk verksamhet  o.d.
559015-3028,JiPa Fastighets AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559023-7128,Larssons VVS i Lekeberg AB,43221,Värme- och sanitetsarbeten
556904-5486,Kumla Spårteknik AB,42120,Anläggning av järnvägar och tunnelbanor
559095-0530,Rudin Bygg & Betong AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556928-9019,Storemore Fastigheter AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556479-7750,Best Security Sweden AB,70220,Konsultverksamhet avseende företags organisation
556643-7652,Team Work Trading i Filipstad AB,85600,Stödverksamhet för utbildningsväsendet
556729-5422,Närkes Täckdikning AB,16291,Tillverkning av förädlade trädbränslen
559096-7062,Jannes Skogsentreprenad & Lantbruk AB,02200,Drivning
556851-8996,J & M Lindblads Entreprenad AB,96040,Kroppsvård
556851-8996,J & M Lindblads Entreprenad AB,43320,Byggnadssnickeriarbeten
556851-8996,J & M Lindblads Entreprenad AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556851-8996,J & M Lindblads Entreprenad AB,64993,Förvaltning av och handel med värdepapper för en begränsad och sluten krets av ägare
559420-0015,Danielssons Bilservice AB i Gålsjö,45201,Allmän service och reparation av motorfordon utom motorcyklar
559194-8871,Kumlatandläkarna AB,86230,Tandläkarverksamhet
556159-1271,Glasögonhuset Linus Älgå AB,47781,Specialiserad butikshandel med glasögon och andra optiska artiklar utom fotoutrustning
559404-6780,Kilsbergens mat & catering AB,56100,Restaurangverksamhet
559060-4780,Malingsbo Camping AB,55300,Campingplatsverksamhet
559060-4780,Malingsbo Camping AB,55202,Stugbyverksamhet m.m.
559060-4780,Malingsbo Camping AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
559060-4780,Malingsbo Camping AB,56100,Restaurangverksamhet
559060-4780,Malingsbo Camping AB,93199,Övrig sportverksamhet
559230-9743,Hotell Central By Morris AB,55101,Hotellverksamhet med restaurangrörelse
559420-9875,Spin Entertainment AB,56100,Restaurangverksamhet
559210-5984,Propadel Norrland AB,93119,"Drift av sporthallar, idrottsplatser och andra sportanläggningar"
559300-1554,Smart System i Örebro AB,69201,Redovisning och bokföring
559300-1554,Smart System i Örebro AB,70220,Konsultverksamhet avseende företags organisation
559152-7907,Hjärsta Taxi AB,49320,Taxitrafik
559057-4058,KBB Industrifastigheter i Nora AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
556113-4288,Siand i Nora AB,43320,Byggnadssnickeriarbeten
556113-4288,Siand i Nora AB,46492,Partihandel med kontorsförbrukningsvaror
556996-7994,Appivo Applications AB,58290,Utgivning av annan programvara
556996-7994,Appivo Applications AB,62010,Dataprogrammering
559164-5493,Bilhandel i Kumla AB,45110,Handel med personbilar och lätta motorfordon
559164-5493,Bilhandel i Kumla AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556865-9758,Kroghörnan i Örebro AB,56100,Restaurangverksamhet
559400-5190,Inspekt Welding Partner Nordic AB,71122,Teknisk konsultverksamhet inom industriteknik
559400-5190,Inspekt Welding Partner Nordic AB,46741,Partihandel med järnhandelsvaror
559400-5190,Inspekt Welding Partner Nordic AB,85600,Stödverksamhet för utbildningsväsendet
559400-5190,Inspekt Welding Partner Nordic AB,28290,Övrig tillverkning av maskiner för allmänt ändamål
559096-9258,Sol & Byggteknik i Grythyttan AB,43210,Elinstallationer
559096-9258,Sol & Byggteknik i Grythyttan AB,41200,Byggande av bostadshus och andra byggnader
559430-0864,J.E Skylt & Profil AB,73111,Reklambyråverksamhet
559173-7159,Creative Clean i Sverige AB,41200,Byggande av bostadshus och andra byggnader
556607-2277,Chematur Technologies AB,70100,Verksamheter som utövas av huvudkontor
559028-5002,RRW i Sköllersta AB,42120,Anläggning av järnvägar och tunnelbanor
559299-9477,Stigsdotter Fastigheter i Kumla AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
556447-5084,"Backalack, Blästring & Renhållning i Nora AB",25610,Beläggning och överdragning av metall
556447-5084,"Backalack, Blästring & Renhållning i Nora AB",81290,Annan rengöring
559204-9869,Järle bygg AB,43320,Byggnadssnickeriarbeten
559165-7415,Allin i örebro aktiebolag,45110,Handel med personbilar och lätta motorfordon
559165-7415,Allin i örebro aktiebolag,43320,Byggnadssnickeriarbeten
559165-7415,Allin i örebro aktiebolag,47712,Specialiserad butikshandel med herrkläder
559165-7415,Allin i örebro aktiebolag,47713,Specialiserad butikshandel med damkläder
559165-7415,Allin i örebro aktiebolag,47714,Specialiserad butikshandel med barnkläder
559099-9677,Karlskoga Rörmärkning AB,71122,Teknisk konsultverksamhet inom industriteknik
559099-9677,Karlskoga Rörmärkning AB,90020,Stödtjänster till artistisk verksamhet
556160-6624,PALM & GYLL Aktiebolag,49390,Annan landtransport av passagerare
556160-6624,PALM & GYLL Aktiebolag,78200,Personaluthyrning
556160-6624,PALM & GYLL Aktiebolag,49410,"Vägtransport, godstrafik"
559205-0859,Esra Yildirim AB,56100,Restaurangverksamhet
556550-4148,Amphitech AB,28990,Tillverkning av övriga specialmaskiner
556550-4148,Amphitech AB,71121,Teknisk konsultverksamhet inom bygg- och anläggningsteknik
559402-9497,Tekman Restaurang AB,56100,Restaurangverksamhet
556785-7007,Affärskompetens i Örebro AB,47782,Specialiserad butikshandel med fotoutrustning
556785-7007,Affärskompetens i Örebro AB,73111,Reklambyråverksamhet
559418-8707,Telexia Närke AB,46190,Provisionshandel med blandat sortiment
559020-1066,Fellingsbro Kebab AB,10130,Charkuteri- och annan köttvarutillverkning
559268-6793,Lj Solid Bygg AB,41200,Byggande av bostadshus och andra byggnader
559086-6827,Böneruds Gård AB,01410,Mjölkproduktion och uppfödning av nötkreatur av mjölkras
559086-6827,Böneruds Gård AB,01420,Uppfödning av andra nötkreatur och bufflar
559086-6827,Böneruds Gård AB,01110,"Odling av spannmål (utom ris), baljväxter och oljeväxter"
556760-8533,BPM Byggkraft AB,41200,Byggande av bostadshus och andra byggnader
556417-8282,Anders Ståhl Trading Aktiebolag,46160,"Provisionshandel med textilier, kläder, skodon och lädervaror"
559178-2429,Daka S.F. AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
559178-2429,Daka S.F. AB,43221,Värme- och sanitetsarbeten
556378-5103,Peter Gelin Åkerirörelse Aktiebolag,49410,"Vägtransport, godstrafik"
556734-1945,Bygg-gruppen i Nora AB,43320,Byggnadssnickeriarbeten
556536-5516,Perkovic Fastigheter AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559204-0322,Al Rfaeih Livs AB,46380,"Partihandel med andra livsmedel, bl.a. fisk samt skal- och blötdjur"
559112-6148,Andreas och Frida Food AB,56100,Restaurangverksamhet
559402-8135,JN & MN Bil AB,45110,Handel med personbilar och lätta motorfordon
556975-9367,Stallyktan AB,56100,Restaurangverksamhet
559083-7034,Neurolearn AB,62010,Dataprogrammering
559083-7034,Neurolearn AB,72190,Annan naturvetenskaplig och teknisk forskning och utveckling
556058-7494,Cederins Guld Aktiebolag,47772,Specialiserad butikshandel med guldsmedsvaror och smycken
556871-6673,Restaurang Parken i Örebro AB,56100,Restaurangverksamhet
556592-8875,P L Energi & Bygg i Åmmeberg AB,43290,Andra bygginstallationer
556592-8875,P L Energi & Bygg i Åmmeberg AB,43320,Byggnadssnickeriarbeten
556818-9574,The House of Taste AB,47593,"Specialiserad butikshandel med glas, porslin och andra bosättningsvaror"
556240-6305,Magnussons Färghandel Eftr. i Örebro Aktiebolag,47523,"Specialiserad butikshandel med färger, fernissor och lacker"
559060-1752,Controllern Vagngatan AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559371-8165,Närke Fasad Teknik AB,43310,"Puts-, fasad- och stuckatörsarbeten"
556659-9865,AB Packman i Åtorp,82920,Förpackningsverksamhet
559394-5800,Best Bygg i Örebro AB,43320,Byggnadssnickeriarbeten
556923-1797,NNY Maskin AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
556923-1797,NNY Maskin AB,46630,"Partihandel med gruv-, bygg- och anläggningsmaskiner"
556134-5041,Ryléns Transport Aktiebolag,49410,"Vägtransport, godstrafik"
556134-5041,Ryléns Transport Aktiebolag,49420,Flyttjänster
559086-4921,Ekmans på Torget AB,47299,Övrig specialiserad butikshandel med livsmedel
559037-3980,Nora Kross AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
556475-8968,BABIT AB,58290,Utgivning av annan programvara
556657-5741,Pop-Notch Music AB,59200,Ljudinspelning och fonogramutgivning
556657-5741,Pop-Notch Music AB,90030,Litterärt och konstnärligt skapande
556742-5029,Kort Centrum i Örebro AB,47260,Specialiserad butikshandel med tobaksvaror
559032-2227,Davids Pub i Örebro AB,56100,Restaurangverksamhet
556994-1569,OP Fastigheter Järnet 21 i Örebro AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559120-0489,Gas & Industripartner Sverige AB,47789,Övrig specialiserad butikshandel
559120-0489,Gas & Industripartner Sverige AB,43229,Övriga VVS-arbeten
559120-0489,Gas & Industripartner Sverige AB,46710,Partihandel med bränslen
559120-0489,Gas & Industripartner Sverige AB,78200,Personaluthyrning
559067-4007,Zebra Måleri AB,43341,Måleriarbeten
556956-4494,LM Skills Fastigheter AB,01620,Service till husdjursskötsel
556956-4494,LM Skills Fastigheter AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559004-2221,Bröderna Johansson schakt AB,43120,Mark- och grundarbeten
559072-9322,Husrum Fastigheter AB,68201,Uthyrning och förvaltning av egna eller arrenderade bostäder
559114-3051,Pålsboda Företagshotell AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559114-3051,Pålsboda Företagshotell AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
559017-2929,MoDent AB,86230,Tandläkarverksamhet
559382-8469,Borns Skogsavverkningar AB,02200,Drivning
559139-8739,Coupon Carrier AB,62010,Dataprogrammering
559018-7588,Fastighetsbolaget Breven 1:65 AB,68202,Uthyrning och förvaltning av egna eller arrenderade industrilokaler
559018-7588,Fastighetsbolaget Breven 1:65 AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556514-4689,Isbergs Mekaniska Försäljnings AB,25620,Metallegoarbeten
559081-3944,Kevin Hansen Holding AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556680-3465,CMT-TEKNIK AB,71122,Teknisk konsultverksamhet inom industriteknik
556658-2002,JANREF försäljnings Aktiebolag,46731,Partihandel med virke och andra byggmaterial
559068-7959,Y.M Örebro AB,56100,Restaurangverksamhet
556903-0249,Örebro Trafikskola AB,85530,Trafikskoleverksamhet
556928-7617,Oriental house AB,47112,"Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad"
559066-3802,Lilla Hotellet i Nora AB,55103,Hotellverksamhet utan restaurangrörelse
559066-3802,Lilla Hotellet i Nora AB,82300,Arrangemang av kongresser och mässor
559038-7675,NiMi Fastigheter AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556786-5778,MA Entreprenadteknik AB,43120,Mark- och grundarbeten
556786-5778,MA Entreprenadteknik AB,43130,Markundersökning
556786-5778,MA Entreprenadteknik AB,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik"
556895-5487,iPrevent Sverige AB,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik"
559356-6168,NKM AB,77390,Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar
559141-8206,Fönstervaruhuset i Sverige AB,46731,Partihandel med virke och andra byggmaterial
559141-8206,Fönstervaruhuset i Sverige AB,43330,Golv- och väggbeläggningsarbeten
559432-3312,Jonsson Schakt & Entreprenad AB,43120,Mark- och grundarbeten
559432-3312,Jonsson Schakt & Entreprenad AB,33120,Reparation av maskiner
559228-7949,Bygglogistik & Entreprenad i Norden AB,93290,Övrig fritids- och nöjesverksamhet
556641-2895,SMP elektronik AB,25610,Beläggning och överdragning av metall
556653-5869,Frövi Ställning AB,46731,Partihandel med virke och andra byggmaterial
556653-5869,Frövi Ställning AB,77320,Uthyrning och leasing av bygg- och anläggningsmaskiner
559072-2210,Nerikes VVS AB,43221,Värme- och sanitetsarbeten
559370-0452,Emil E Bil AB,45110,Handel med personbilar och lätta motorfordon
559370-0452,Emil E Bil AB,45201,Allmän service och reparation av motorfordon utom motorcyklar
559370-0452,Emil E Bil AB,71129,Övrig teknisk konsultverksamhet
559088-8557,NSYM AB,62010,Dataprogrammering
556981-0558,Inspired Music Stockholm AB,59200,Ljudinspelning och fonogramutgivning
556225-9878,TakeOff Video Aktiebolag,59110,"Produktion av film, video och TV-program"
556797-0693,Stortorget 1 i Örebro Fastigheter AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
559095-0134,Applewood Event & Travel AB,79110,Resebyråverksamhet
559051-1597,3 Grabbar Restaurang AB,56100,Restaurangverksamhet
559491-1454,Svenska Betongprodukter AB,23610,Tillverkning av betongvaror  för byggändamål
556619-0764,Dagmar i Örebro AB,25620,Metallegoarbeten
559244-0621,HOUSE OF CARS ÖREBRO AB,45110,Handel med personbilar och lätta motorfordon
559177-8641,Dance Center Örebro AB,85522,"Övrig musik-, dans- och kulturell utbildning"
556864-4776,Laxå Fjärrtrafik AB,49410,"Vägtransport, godstrafik"
556269-6061,H A Hydraulcylindrar Aktiebolag,28990,Tillverkning av övriga specialmaskiner
556729-4359,Mosshagen Invest AB,49390,Annan landtransport av passagerare
556729-4359,Mosshagen Invest AB,49410,"Vägtransport, godstrafik"
556773-5443,Stop128 AB,68203,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler"
556978-1882,Jakobsson familjehem & psykolog AB,86909,"Annan öppen hälso- och sjukvård, utan läkare"
559191-8387,GMH Industrimontage AB,43999,Diverse övrig specialiserad bygg- och anläggningsverksamhet
556632-3738,Askersunds Bil & Planglas AB,45202,"Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar"
556632-3738,Askersunds Bil & Planglas AB,47521,Specialiserad butikshandel med virke och byggvaror
556749-0726,Mullhyttan Fordonsdemontering AB,46771,Partihandel med uttjänta fordon
556749-0726,Mullhyttan Fordonsdemontering AB,46610,Partihandel med jordbruksmaskiner och -utrustning
556886-0596,PELIAB AB,43110,Rivning av hus och byggnader
556886-0596,PELIAB AB,39000,"Sanering, efterbehandling av jord och vatten samt annan verksamhet för föroreningsbekämpning"
556886-0596,PELIAB AB,43320,Byggnadssnickeriarbeten
556193-7854,Katrinebergs Handelsträdgård Aktiebolag,01191,Odling av prydnadsväxter i växthus
559177-6140,Hampetorp Svenberg Söderling Byggtjänst AB,43320,Byggnadssnickeriarbeten
556648-5131,Café Garvaregården och B&B AB,56100,Restaurangverksamhet
556648-5131,Café Garvaregården och B&B AB,55202,Stugbyverksamhet m.m.
556648-5131,Café Garvaregården och B&B AB,93290,Övrig fritids- och nöjesverksamhet
559302-3079,Bimdoc AB,71122,Teknisk konsultverksamhet inom industriteknik
559302-3079,Bimdoc AB,71124,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik"
559343-5745,Sportfiskearenan AB,47641,Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar
559241-6696,Mjölby Padelcenter AB,93119,"Drift av sporthallar, idrottsplatser och andra sportanläggningar"
559241-6696,Mjölby Padelcenter AB,47641,Specialiserad butikshandel med sport- och fritidsartiklar utom cyklar och båtar
559241-6696,Mjölby Padelcenter AB,46420,Partihandel med kläder och skodon
556841-9203,AQ Analys AB,73200,Marknads- och opinionsundersökning
