name,profile_url,emails,org_number,revenue,legal_name,registration_date,company_type,employees,address,postal_address,city,share_capital,sni_codes,business_purpose,ceo,phone,website
Lundin Transport Örebro AB,https://www.allabolag.se/foretag/lundin-transport-%C3%B6rebro-ab/%C3%B6rebro/-/5569971012,[],556997-1012,26002,Lundin Transport Örebro AB,2014-12-18,Aktiebolag,17,"Transportgatan 4, 702 27 Örebro","Transportgatan 4, 702 27 Örebro",Örebro,50Tkr,"['49410 Vägtransport, godstrafik']","Bolaget ska bedriva personaluthyrning, lotsning av lastbilar samt bud- och transportverksamhet jämte därmed förenlig verksamhet.",,019-20 90 99,https://lundintransport.se/
Nerikes Mark Maskin AB,https://www.allabolag.se/foretag/nerikes-mark-maskin-ab/%C3%B6rebro/-/5592825326,"['joachim@nerikesmark.se', 'jonas@nerikesmark.se', 'frank@nerikesmark.se', 'kontakt@nerikesmark.se', 'tobbe@nerikesmark.se', 'kevin@nerikesmark.se']",559282-5326,25939,Nerikes Mark Maskin AB,2020-11-12,Aktiebolag,8,"Olofsgatan 18, 702 86 Örebro","Olofsgatan 18, 702 86 Örebro",Örebro,50Tkr,"['43120 Mark- och grundarbeten', '78201 Personaluthyrning']","Bolaget skall bedriva entreprenad- och anläggningstjänster, uthyrning av personal inom bygg och anläggningsbranschen samt därmed förenlig verksamhet.",Hans Jonas Sjöström,,https://nerikesmark.se/
Markanläggningar i Örebro AB,https://www.allabolag.se/foretag/markanl%C3%A4ggningar-i-%C3%B6rebro-ab/%C3%B6rebro/-/5566493226,['info@nermino.se'],556649-3226,25932,Markanläggningar i Örebro AB,2003-09-22,Aktiebolag,25,"Ormesta 539, 705 95 Örebro","Ormesta 539, 705 95 Örebro",Örebro,100Tkr,['43120 Mark- och grundarbeten'],"Bolagets verksamhet är bygg- och anläggningsentreprenader, byggverksamhet, åkeriverksamhet, montage och tillverkning av inredning till butik, kontor och restaurang samt personaluthyrning och därmed förenlig verksamhet.",,019-611 37 36,https://nermino.se/markanlaggning/
Willéns Måleri AB,https://www.allabolag.se/foretag/will%C3%A9ns-m%C3%A5leri-ab/kumla/-/5565711602,"['invoice@layergroup.se', 'info@layergroup.se']",556571-1602,25931,Willéns Måleri AB,1999-06-18,Aktiebolag,23,"Marielundsgatan 3, 692 31 Kumla","Box 1090, 692 25 Kumla",Kumla,100Tkr,"['43341 Måleriarbeten', '43330 Golv- och väggbeläggningsarbeten']",Bolaget skall bedriva måleriarbeten och därmed förenlig verksamhet.,Kjell Gustav Peter Willén,,https://www.layergroup.se/nyheter/aktuellt/willens-maleri-ab-starker-gruppen
Agentfirman PKMB AB,https://www.allabolag.se/foretag/agentfirman-pkmb-ab/%C3%B6rebro/-/5569973166,['info@agentfirman.com'],556997-3166,25931,Agentfirman PKMB AB,2014-12-18,Aktiebolag,6,Örebro,"Box 103, 701 42 Örebro",Örebro,50Tkr,"['74990 All övrig verksamhet inom juridik, ekonomi, vetenskap och teknik']","Föremålet för bolagets verksamhet är att idka management och agentverksamhet avseende artister, musiker, skådespelare, författare, regissörer, modeller samt idka konsultverksamhet inom musik, film, teater, media, reklam och nöjesbranschen samt idka därmed förenlig verksamhet. Därjämte kan bolaget köpa, sälja och förvalta aktier, obligationer, reverser, andelar, fastigheter samt köpa och sälja adminsitrativa tjänster, ingå borgensåtaganden samt idka därmed förenlig verksamhet, dock ej sådan verksamhet som avses i lag om bankrörelse eller lag om finansieringsverksamhet. Tillika ägar bolaget rätt att för dotterbolag och närbesläktade företag ingå borgensåtagande, så och till dessa lämna lån.",,,https://agentfirman.com/
J. Nilssons Åkeri AB,https://www.allabolag.se/foretag/j.-nilssons-%C3%A5keri-ab/karlskoga/-/5566243530,['info@fairtransport.se'],556624-3530,25891,J. Nilssons Åkeri AB,2002-02-18,Aktiebolag,11,"Villingsberg Hagen 812, 691 94 Karlskoga","Villingsberg Hagen 812, 691 94 Karlskoga",Karlskoga,100Tkr,"['49410 Vägtransport, godstrafik']","Bolaget skall utföra godstransporter, personbefordran ävensom idka därmed förenlig verksamhet.",,070-508 44 96,https://fairtransport.se/company/j-nilssons-akeri-ab/
Bilhuset i Örebro AB,https://www.allabolag.se/foretag/bilhuset-i-%C3%B6rebro-ab/%C3%B6rebro/-/5563126696,['support@klicket.se'],556312-6696,25854,Bilhuset i Örebro AB,1987-11-23,Aktiebolag,3,"Skjutbanevägen 4, 703 84 Örebro","Skjutbanevägen 4, 703 84 Örebro",Örebro,500Tkr,['47811 Detaljhandel med personbilar och lätta motorfordon'],Bolaget skall bedriva handel med bilar och biltillbehör samt finansiering av fordon ävensom idka därmed förenlig verksamhet.,,019-678 20 90,https://www.klicket.se/handlare/bilhuset_i_orebro_25018/
S 12 i Örebro AB,https://www.allabolag.se/foretag/s-12-i-%C3%B6rebro-ab/%C3%B6rebro/-/5591770945,[],559177-0945,25821,S 12 i Örebro AB,2018-10-25,Aktiebolag,16,"Engelbrektsgatan 10, 702 12 Örebro","c/o Pitchers i Örebro AB, Engelbrektsgatan 10, 702 12 Örebro",Örebro,50Tkr,['56110 Restaurangverksamhet'],"Föremålet för bolagets verksamhet är restaurangverksamhet, konsultverksamhet inom hotell och restaurangbranschen, äga och förvalta värdepapper och därmed förenlig verksamhet",,,https://lagen.nu/dom/nja/2012s441
Solkraft i Viby AB,https://www.allabolag.se/foretag/solkraft-i-viby-ab/%C3%B6stansj%C3%B6/-/5590114285,[],559011-4285,25807,Solkraft i Viby AB,2015-04-21,Aktiebolag,5,"Kårkulla 190, 694 93 Östansjö","Kårkulla 190, 694 93 Östansjö",Östansjö,175Tkr,"['43210 Elinstallationer', '28210 Tillverkning av ugnar och monterad värmeutrustning för bostadsuppvärmning', '71124 Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik']","Aktiebolaget ska bedriva handel och installationer med och av energiprodukter av olika slag, man ska även erbjuda utbildningar inom energi- och miljöfrågor och därmed förenlig verksamhet. Man ska även att arbeta med tillverkning och utveckling av energi- och miljöprodukter. Bolaget ska även bedriva uthyrning av konsulttjänster inom energi- och miljöprodukter och därmed förenlig verksamhet. Bolaget skall även bedriva verksamhet med värdepppar och därmed förenlig verksamhet.",Per Bengt Magnus Halldin,,https://www.solkraft.info/
Gson Europe AB,https://www.allabolag.se/foretag/gson-europe-ab/%C3%B6rebro/-/5568309727,['info@gson.se'],556830-9727,25804,Gson Europe AB,2010-12-09,Aktiebolag,13,"Nastagatan 9, 702 27 Örebro","Nastagatan 9, 702 27 Örebro",Örebro,100Tkr,"['46841 Partihandel med järnhandelsvaror', '46649 Partihandel med diverse andra maskiner och diverse annan utrustning', '46420 Partihandel med kläder och skodon', '46850 Partihandel med kemiska produkter', '46433 Partihandel med elartiklar']","Bolaget ska bedriva handel med verktyg, skyddsprodukter och underhållsmaterial som lim, smörjmedel, rengöringsmedel och tejper och därmed förenlig verksamhet.",,019-18 55 45,https://gson.se/?language=sv
Svealands Risk och Compliance AB,https://www.allabolag.se/foretag/svealands-risk-och-compliance-ab/%C3%B6rebro/-/5569386989,"['24madelen.hellsing@svearc.se', '75sofia.hyleen@svearc.se', '67henrik.andersson@svearc.se', '36anna.heder@svearc.se', '33hanna.ranmarker@svearc.se', '06katarina.sundberg@svearc.se', '85alexander.ardesjo.muftic@svearc.se', '44robin.laakso@svearc.se', '77karin.segerberg@svearc.se', '95roul.fahlin@svearc.se', '51johan.edberg@svearc.se', '82petter.odinger@svearc.se', '98jonas.larsson@svearc.se', '00fanny.rexby@svearc.se', '90anneli.westergard@svearc.se']",556938-6989,25776,Svealands Risk och Compliance AB,2013-08-07,Aktiebolag,15,"Klostergatan 23, 703 39 Örebro","Klostergatan 23, 703 39 Örebro",Örebro,120Tkr,['62201 Datakonsultverksamhet'],"Bolaget skall utföra administrativa tjänster åt sparbanker. sparbanksaktiebolag och bolag som är helägda av sparbanken samt idka därmed förenlig verksamhet. De administrativa tjänsterna består av tillhandahållande av funktioner gällande compliance, riskkontrol och dataskydd samt liknande administrativa tjänster som annars utförs av sparbankerna för egen räkning. Bolaget får ej bedriva egen finansiell verksamhet.",Robin Hannu Laakso,0581-880 42,http://www.svearc.se/
Budbilen i Örebro AB,https://www.allabolag.se/foretag/budbilen-i-%C3%B6rebro-ab/%C3%B6rebro/-/5566789094,"['order@bud-bilen.com', 'info@bud-bilen.com']",556678-9094,25763,Budbilen i Örebro AB,2005-04-06,Aktiebolag,24,"Maskingatan 8, 702 86 Örebro","Box 1246, 701 12 Örebro",Örebro,100Tkr,"['49410 Vägtransport, godstrafik']",Bolaget skall bedriva godstransporter av lätt och tungtransport samt bud. Logistik och lagerförvaring. Rekrytering och personal- uthyrning av personal inom nämnda områden. Uthyrning av fordon inom ovannämnda verksamhet. Konsult inom sjötransport och fjärr- transporter. Försäljningsuppdrag inom bud och åkeribranschen samt därmed förenlig verksamhet.,Tomas Cronje Georg Zetterlöf,,https://bud-bilen.com/
Bröderna Martengård Transport Aktiebolag,https://www.allabolag.se/foretag/br%C3%B6derna-marteng%C3%A5rd-transport-aktiebolag/%C3%B6rebro/-/5565732137,[],556573-2137,25763,Bröderna Martengård Transport Aktiebolag,1999-07-29,Aktiebolag,13,"Pettersbergsvägen 11, 703 69 Örebro","Pettersbergsvägen 11, 703 69 Örebro",Örebro,100Tkr,"['49410 Vägtransport, godstrafik']",Bolaget skall bedriva åkerirörelse samt därmed förenlig verksamhet.,,019-31 07 38,https://www.betyg.se/fordon/transport
Mekonomen Karlskoga AB,https://www.allabolag.se/foretag/mekonomen-karlskoga-ab/karlskoga/-/5568216062,['karlskoga@mekonomen.se'],556821-6062,25760,Mekonomen Karlskoga AB,2010-10-19,Aktiebolag,5,"Skogsbovägen 10, 691 47 Karlskoga","c/o Mekonomen Detaljist AB, Box 14056, 200 24 Malmö",Malmö,100Tkr,['47820 Detaljhandel med reservdelar och tillbehör till motorfordon'],Bolaget ska bedriva försäljning av biltillbehör och bil- reservdelar och även idka därmed förenlig verksamhet.,,0586-341 00,https://www.mekonomen.se/butik-bilverkstad/karlskoga/skogsbovagen-10-at3502-000/
Folkraceshop Sverige AB,https://www.allabolag.se/foretag/folkraceshop-sverige-ab/%C3%B6rebro/-/5568602840,[],556860-2840,25739,Folkraceshop Sverige AB,2011-08-01,Aktiebolag,6,"Berglundavägen 1 f, 702 36 Örebro","Berglundavägen 1 f, 702 36 Örebro",Örebro,50Tkr,['47820 Detaljhandel med reservdelar och tillbehör till motorfordon'],Aktiebolaget ska bedriva försäljning av reservdelar till bilar jämte därmed förenlig verksamhet.,,019-10 23 30,https://folkraceshop.se/
C. and Create AB,https://www.allabolag.se/foretag/c.-and-create-ab/%C3%B6rebro/-/5568887045,[],556888-7045,25705,C. and Create AB,2012-03-26,Aktiebolag,11,"Stortorget 7-9, 702 11 Örebro","c/o Chris Janbaz, Torp 110, 692 91 Kumla",Kumla,50Tkr,"['86222 Specialistläkarverksamhet inom öppenvård, ej på sjukhus']","Föremålet för bolagets verksamhet är att bolaget är en komplett specialistklinik med kunskap inom både estetiska såväl som rekonstruktiva plastikkirurgiska ingrepp och behandlingar. Bolaget bedriver medicinska och kirurgiska behandlingar, konsultationer samt försäljning av medicinska artiklar.",,,https://careofgerd.com/
Keys & Objects AB,https://www.allabolag.se/foretag/keys-objects-ab/fjugesta/-/5592092927,[],559209-2927,25681,Keys & Objects AB,2019-06-17,Aktiebolag,10,,"Dammen, 716 93 Fjugesta",Fjugesta,50Tkr,['80090 Övrig säkerhetsverksamhet'],"Bolaget ska bedriva försäljning och kundstöd av nyckel- och objekthantering till säkerhetsbolag, fastighetsägare, förvaltare samt verksamheter inom den offentliga sektorn, försäljning av nyckel- och objekthanterings anläggningar, mjukvara och hårdvara kan även bedrivas genom licenstagare.",,,https://nordic-issuing.se/wp-content/uploads/Candles-Scandinavia-AB-Bolagsbeskrivning.pdf
AB Trostek Transport,https://www.allabolag.se/foretag/ab-trostek-transport/lindesberg/-/5568248610,['info@trostektransport.se'],556824-8610,25662,AB Trostek Transport,2010-11-10,Aktiebolag,6,"Stafettgatan 32, 711 34 Lindesberg","Stafettgatan 32, 711 34 Lindesberg",Lindesberg,50Tkr,"['49410 Vägtransport, godstrafik', '52249 Övrig godshantering', '52241 Hamngodshantering']","Bolaget ska utföra gods, bud, il- och expresstransporter samt viss uthyrning av personal samt diverse fordon och därmed förenlig verksamhet.",,,https://www.trostektransport.se/
Antenngubben Aktiebolag,https://www.allabolag.se/foretag/antenngubben-aktiebolag/%C3%B6rebro/-/5569554768,[],556955-4768,25617,Antenngubben Aktiebolag,2013-12-18,Aktiebolag,41,"Radiatorvägen 5, 702 27 Örebro","Radiatorvägen 5, 702 27 Örebro",Örebro,50Tkr,"['49330 Passagerartrafik på beställning, fordon med förare', '49390 Diverse övrig landtransport av passagerare']","Aktiebolaget ska bedriva montering av paraboler, antenner, bevakningssystem och dylik verksamhet. Man skall även bedriva taxiverksamhet och därmed förenlig verksamhet.",,,https://bygg.se/stad/orebro/
Repslagar'n i Örebro Aktiebolag,https://www.allabolag.se/foretag/repslagarn-i-%C3%B6rebro-aktiebolag/%C3%B6rebro/-/5565773982,[],556577-3982,25608,Repslagar'n i Örebro Aktiebolag,1999-10-27,Aktiebolag,7,"Karosserigatan 4, 703 84 Örebro","c/o MATS SAARVÄLI REPSLAGARN, Karosserigatan 4, 703 84 Örebro",Örebro,1 000Tkr,"['47633 Detaljhandel med båtar', '33180 Reparation och underhåll av militära stridsfordon, skepp, båtar, luftfartyg och rymdfarkoster', '47813 Detaljhandel med husvagnar, husbilar, släpfordon och påhängsvagnar', '68209 Övrig förvaltning av egna eller arrenderade fastigheter', '13940 Tågvirkes- och bindgarnstillverkning']","Bolaget skall idka tillverkning av rep och repstegar samt industritillbehör, handel med båtar, motorer och därmed förenlig verksamhet, hyresverksamhet avseende trailers samt äga och förvalta värdepapper samt därmed förenlig verksamhet.",Lars Mats Saarväli,,http://svenskaflytblock.se/repslagarn-i-orebro-ab/
Taxi Karlskoga-Degerfors Aktiebolag,https://www.allabolag.se/foretag/taxi-karlskoga-degerfors-aktiebolag/karlskoga/-/5563017655,[],556301-7655,25588,Taxi Karlskoga-Degerfors Aktiebolag,1987-07-08,Aktiebolag,6,"Anders Ersgatan 3, 691 33 Karlskoga","Anders Ersgatan 3, 691 33 Karlskoga",Karlskoga,108Tkr,['52219 Övrig stödverksamhet avseende landtransport'],Bolaget skall bedriva yrkesmässig beställningstrafik och därmed förenlig verksamhet.,,,https://www.nwt.se/2025/05/28/sa-sag-siffrorna-ut-for-taxi-karlskoga-degerfors-aktiebolag-2024-3fdde/
Naxos Sweden Aktiebolag,https://www.allabolag.se/foretag/naxos-sweden-aktiebolag/%C3%B6rebro/-/5564624038,[],556462-4038,25559,Naxos Sweden Aktiebolag,1993-02-15,Aktiebolag,7,"Klostergatan 15 Plan 5, 703 39 Örebro","Klostergatan 15 Plan 5, 703 39 Örebro",Örebro,1 000Tkr,['46499 Partihandel med övriga hushållsvaror'],"Bolaget skall bedriva import, produktion och distribution av videokassetter och andra medio för ljud och bild, musikförlagsverksamhet ävensom idka annan därmed förenlig verksamhet.",Lars Håkan Lagerqvist,,https://naxosdirect.se/page/naxos-sweden-120
Al-Kutubi Gross AB,https://www.allabolag.se/foretag/al-kutubi-gross-ab/%C3%B6rebro/-/5592571938,[],559257-1938,25555,Al-Kutubi Gross AB,2020-05-26,Aktiebolag,3,"Halmvägen 11, 703 75 Örebro","Halmvägen 11, 703 75 Örebro",Örebro,50Tkr,"['47112 Livsmedelshandel med brett sortiment, ej varuhus eller stormarknad']",Bolaget skall driva handel och försäljning av livsmedel och dagligvaror.,Rasha Al-Kutubi,,https://www.livsmedelsverket.se/globalassets/foretag-regler-kontroll/livsmedelsinformation-markning-halsopastaenden/ekologisk-mat/forteckning-over-foretag-hantering-av-ekologiska-livsmedel-undantagna-krav-pa-certifiering-250416.pdf
Sten och Plattentreprenader i Örebro AB,https://www.allabolag.se/foretag/sten-och-plattentreprenader-i-%C3%B6rebro-ab/%C3%B6rebro/-/5563766186,[],556376-6186,25547,Sten och Plattentreprenader i Örebro AB,1989-12-06,Aktiebolag,16,,"Verkstadsgatan 2, 702 27 Örebro",Örebro,100Tkr,['43999 Annan övrig specialiserad bygg- och anläggningsverksamhet'],Bolaget ska bedriva sten- och plattmonteringsarbeten samt försäljning av sten och plattsättningsmaterial och därmed förenlig verksamhet.,,,https://branschaktuellt.se/byggindustrin/senaste-nytt-bygg/227410-konkurs-efter-skanskas-stopp/
Maskinkonsult i Värmland AB,https://www.allabolag.se/foretag/maskinkonsult-i-v%C3%A4rmland-ab/%C3%B6rebro/-/5590718515,[],559071-8515,25534,Maskinkonsult i Värmland AB,2016-08-02,Aktiebolag,3,,"c/o Advokatbolaget Sjutton34 KB, Stortorget 8, 702 11 Örebro",Örebro,50Tkr,"['46630 Partihandel med gruv-, bygg- och anläggningsmaskiner']","Föremålet för bolagets verksamhet är att bedriva försäljning, import och export av entreprenadmaskiner samt därmed förenlig verksamhet. Vidare skall bolaget bedriva uthyrning av entreprenadmaskiner samt därmed förenlig verksamhet.",,,https://www.maskinsnack.se/1917242/episodes/10254517-maskinsnack-2
Örebro KontorsGruppen AB,https://www.allabolag.se/foretag/%C3%B6rebro-kontorsgruppen-ab/%C3%B6rebro/-/5565795555,['info@kontorsgruppen.se'],556579-5555,25424,Örebro KontorsGruppen AB,1999-12-01,Aktiebolag,10,"Radiatorvägen 15, 702 27 Örebro","Radiatorvägen 15, 702 27 Örebro",Örebro,300Tkr,['46501 Partihandel med datorer och kringutrustning samt programvara; samt annan kontorsutrustning'],"Bolaget ska bedriva försäljning, uthyrning, installation och service av kontorsutrustning, IT- och telekommunikationsutrustning samt därmed relaterade produkter. Bolaget ska vidare tillhandahålla IT-konsulttjänster, support- och driftstjänster, samt utveckling, försäljning och förvaltning av mjukvaror och digitala system. Bolaget ska även äga och förvalta värdepapper och fast egendom samt bedriva därmed förenlig verksamhet.",Hans Einar Seidl,,https://www.kontorsgruppen.se/
EH Scandinavia AB,https://www.allabolag.se/foretag/eh-scandinavia-ab/karlskoga/-/5561604140,[],556160-4140,25357,EH Scandinavia AB,1972-01-01,Aktiebolag,2,"Dimbovägen 2, 691 51 Karlskoga","Dimbovägen 2, 691 51 Karlskoga",Karlskoga,3 100Tkr,['46649 Partihandel med diverse andra maskiner och diverse annan utrustning'],"Bolaget har till föremål för sin verksamhet att köpa och försälja dentalprodukter, företrädesvis instrument och andra tandläkarutensilier samt bedriva därmed förenlig verksamhet.",,08-590 047 00,https://www.sto.se/s/p/a1F2p00000PivAtEAJ/stocryl-eh-100
Erik V. Eriksson Transport Aktiebolag,https://www.allabolag.se/foretag/erik-v.-eriksson-transport-aktiebolag/%C3%B6rebro/-/5561166900,[],556116-6900,25323,Erik V. Eriksson Transport Aktiebolag,1968-04-29,Aktiebolag,21,"Stångjärnsgatan 4, 703 83 Örebro","Stångjärnsgatan 4, 703 83 Örebro",Örebro,495Tkr,"['49410 Vägtransport, godstrafik']",Bolaget skall bedriva åkerirörelse och idka därmed förenlig verksamhet samt äga och förvalta fast egendom.,Lise-Lotte C V Eriksson Dahl,019-22 26 69,"https://news.cision.com/se/ey-entrepreneur-of-the-year/r/nu-ska-svealands-framsta-entreprenor-utses,c3230335"
Piscator Ventilation AB,https://www.allabolag.se/foretag/piscator-ventilation-ab/%C3%B6rebro/-/5566364476,[],556636-4476,25271,Piscator Ventilation AB,2002-12-13,Aktiebolag,8,"Adolfsbergsvägen 4, 702 27 Örebro","Adolfsbergsvägen 4, 702 27 Örebro",Örebro,100Tkr,['43222 Ventilationsarbeten'],"Föremål för bolagets verksamhet är att bedriva helhetslösningar för kund beträffande installation i fastigheter med huvudinriktning på luftbehandling. Konstruktion, leverans och montage av luftbehandlingsinstallation samt att i samråd med samarbetspartner inom rör, styr, el och bygg erbjuda kunden en totallösning av installationer i fastigheter, handel med värdepapper samt därmed förenlig verksamhet.",Lars Jörgen Ulrik Piscator,070-618 39 50,https://www.piscatorab.se/
Städvision Sverige AB,https://www.allabolag.se/foretag/st%C3%A4dvision-sverige-ab/%C3%B6rebro/-/5569935298,"['carina@stadvision.se', 'marie@stadvision.se', 'malin@stadvision.se']",556993-5298,25252,Städvision Sverige AB,2014-12-03,Aktiebolag,42,"Adolfsbergsvägen 2-4, 702 27 Örebro","Adolfsbergsvägen 2-4, 702 27 Örebro",Örebro,53Tkr,['81210 Lokalvård'],"Bolaget är ett tjänsteföretag som tillhandahåller högkvalitativa städtjänster och lokalvård såsom golvvård, fönsterputs, byggstäd, kontorsstäd och hemstäd samt därtill förenlig verksamhet. Tjänsterna riktar sig till såväl företag som privatpersoner.",,,https://www.stadvision.se/startsida/
KNT-Hjul & Verktyg AB,https://www.allabolag.se/foretag/knt-hjul-verktyg-ab/lindesberg/-/5564970381,['info@hjulochverktyg.se'],556497-0381,25219,KNT-Hjul & Verktyg AB,1994-10-14,Aktiebolag,3,"Torphyttevägen 38, 711 34 Lindesberg","Torphyttevägen 38, 711 34 Lindesberg",Lindesberg,500Tkr,"['46610 Partihandel med jordbruksmaskiner och jordbruksutrustning', '46649 Partihandel med diverse andra maskiner och diverse annan utrustning']","Bolaget skall bedriva försäljning av hjul, nav, fälgar och verktyg och därmed förenlig verksamhet.",Per Henrik Nordin,,https://hjulochverktyg.se/
N Statts Hotell i Karlskoga AB,https://www.allabolag.se/foretag/n-statts-hotell-i-karlskoga-ab/karlskoga/-/5566263678,[],556626-3678,25201,N Statts Hotell i Karlskoga AB,2002-04-15,Aktiebolag,19,"Torget 1, 691 31 Karlskoga","Box 134, 681 23 Kristinehamn",Kristinehamn,100Tkr,['55101 Hotellverksamhet med restaurangrörelse'],"Bolaget skall bedriva hotell, konferens och restaurang verksamhet och därmed förenlig verksamhet.",,0586-364 40,https://www.nwt.se/2025/08/04/intakterna-fortsatter-vaxa-for-n-statts-hotell-i-karlskoga-ab-6ce89/
Karlskoga Bilskadecenter Aktiebolag,https://www.allabolag.se/foretag/karlskoga-bilskadecenter-aktiebolag/karlskoga/-/5567319271,"['post@kgabilskadecenter.se', 'info@glsbillack.se']",556731-9271,25166,Karlskoga Bilskadecenter Aktiebolag,2007-06-19,Aktiebolag,10,"Magasinsvägen 3, 691 42 Karlskoga","Magasinsvägen 3, 691 42 Karlskoga",Karlskoga,150Tkr,"['95311 Allmän service och reparation av motorfordon utom motorcyklar', '95312 Plåt-, lack- och glasreparationer på motorfordon utom motorcyklar']",Bolaget ska utföra bilreparationer samt därmed förenlig verksamhet.,,,https://kgabilskadecenter.se/
PerAn Butik & Bensin AB,https://www.allabolag.se/foretag/peran-butik-bensin-ab/h%C3%A4llefors/-/5567183016,[],556718-3016,25163,PerAn Butik & Bensin AB,2006-12-21,Aktiebolag,4,"Svartälvsvägen 8, 712 30 Hällefors","Svartälvsvägen 8, 712 30 Hällefors",Hällefors,100Tkr,['47300 Detaljhandel med drivmedel'],"Bolaget skall sälja drivmedel, däck, biltillbehör, livs- och kioskvaror, bedriva uthyrning av bilar, släpkärror och Gör-Det Själv-hallar samt bedriva bilverkstad samt därmed förenlig verksamhet.",Pertti Eevert Pirttijärvi,0591-121 10,https://www.filipstadstidning.se/plats/sverige/orebro-lan/orebro-kommun/orebro/
Curama Assistans och Omsorg AB,https://www.allabolag.se/foretag/curama-assistans-och-omsorg-ab/%C3%B6rebro/-/5592278815,['info@curamaassistans.se'],559227-8815,25143,Curama Assistans och Omsorg AB,2019-11-22,Aktiebolag,63,"Granholmsgatan 32, 702 87 Örebro","Granholmsgatan 32, 702 87 Örebro",Örebro,50Tkr,['88102 Öppna sociala insatser för personer med funktionsnedsättning'],"Bolaget ska bedriva administrativ verksamhet inom personlig assistans, personer med rätt till ersättning enligt LSS samt vara arbetsgivare för assistenter samt därmed förenlig verksamhet",,,https://curamaassistans.se/
Loods Åkeri Aktiebolag,https://www.allabolag.se/foretag/loods-%C3%A5keri-aktiebolag/fjugesta/-/5564083003,"['info@loodsakeri.se', 'loodannette@loodsakeri.se', '00mikael@loodsakeri.se']",556408-3003,25094,Loods Åkeri Aktiebolag,1990-10-24,Aktiebolag,11,"Kvistbro 4068, 716 93 Fjugesta","Kvistbro 4068, 716 93 Fjugesta",Fjugesta,100Tkr,"['49410 Vägtransport, godstrafik']","Bolaget skall bedriva åkerirörelse, handel med värdepapper samt därmed färenlig verksamhet.",,0585-204 40,https://loodsakeri.se/
Jimmy Fun Aktiebolag,https://www.allabolag.se/foretag/jimmy-fun-aktiebolag/%C3%B6rebro/-/5562102128,"['daniel@musikindustrin.se', 'info@musikindustrin.se', 'christel@musikindustrin.se', 'lars@musikindustrin.se']",556210-2128,25090,Jimmy Fun Aktiebolag,1981-01-01,Aktiebolag,2,"Klostergatan 23, 703 39 Örebro","Box 103, 701 42 Örebro",Örebro,500Tkr,"['58190 Annan förlagsverksamhet, utom utgivning av programvara']","Bolaget skall idka producerande och konsulterande verksamhet, förlagsverksamhetoch handelsrörelse inom bok, film, grammofon, musik, nöjes och resatuarngbranschen, samt utöva därmed förenlig verksamhet, varmed även skall förstås förvärv av aktier i andra företag inom sagda branscher.",,019-19 23 00,https://www.musikindustrin.se/2024/02/06/mi-analys-de-svenska-musikforlagen-del-3/
FMH Transport AB,https://www.allabolag.se/foretag/fmh-transport-ab/%C3%B6rebro/-/5590327432,"['falah.hamade@jetpak.se', 'orebro@jetpak.se']",559032-7432,25061,FMH Transport AB,2015-11-01,Aktiebolag,26,"Berglundavägen 12 c, 702 36 Örebro","c/o JETPAK, Berglundavägen 12 c, 702 36 Örebro",Örebro,50Tkr,"['49410 Vägtransport, godstrafik', '49330 Passagerartrafik på beställning, fordon med förare']","Bolaget skall bedriva godstransporter av lätt-, tungtransport och logistik samt därmed förenlig verksamhet.",,019-766 17 00,https://jetpak.com/se/kontakt/har-finns-vi/jetpak-sverige/orebro/
Candygross24 AB,https://www.allabolag.se/foretag/candygross24-ab/hallsberg/-/5569531006,['info@candygross24.se'],556953-1006,25046,Candygross24 AB,2013-12-10,Aktiebolag,2,"Västra Storgatan 7 a, 694 30 Hallsberg","Västra Storgatan 7 a, 694 30 Hallsberg",Hallsberg,50Tkr,"['47113 Detaljhandel via internet eller postorder med brett sortiment, mest livsmedel, drycker och tobak']","Bolaget ska bedriva grossist- och detaljist handel, import och export med livsmedel och konfektyr",Azhar Dakhil Gharib Al-Abdallah,,https://www.candygross24.se/
Windahls HCB Motors i Nora AB,https://www.allabolag.se/foretag/windahls-hcb-motors-i-nora-ab/nora/-/5592454481,['info@windahls.se'],559245-4481,24998,Windahls HCB Motors i Nora AB,2020-03-02,Aktiebolag,2,"Strogatan 41, 713 30 Nora","Storgatan 41, 713 30 Nora",Nora,50Tkr,"['47811 Detaljhandel med personbilar och lätta motorfordon', '95311 Allmän service och reparation av motorfordon utom motorcyklar']","Bolaget skall bedriva bilhandel, biluthyrning, försäljning av biltillbehör, förvaltning av fastigheter, drift av tvättanläggning för fordon, utföra lackering och karosseriarbeten av bilar, husvagnar, husbilar samt övriga fordon samt handel med värdepapper och därmed förenlig verksamhet.",,,https://www.windahls.se/
